,CDSCode,NCESDist,NCESSchool,StatusType,County,District,School,Street,StreetAbr,City,Zip,State,MailStreet,MailStrAbr,MailCity,MailZip,MailState,Phone,Ext,FaxNumber,WebSite,OpenDate,ClosedDate,Charter,CharterNum,FundingType,DOC,DOCType,SOC,SOCType,EdOpsCode,EdOpsName,EILCode,EILName,GSoffered,GSserved,Virtual,Magnet,YearRoundYN,FederalDFCDistrictID,Latitude,Longitude,AdmFName,AdmLName,LastUpDate,Multilingual,school_modified,school_id,school_name
48,38684786040877.0,0634410,05599,Active,San Francisco,San Francisco Unified,Lau (Gordon J.) Elementary,950 Clay Street,950 Clay St.,San Francisco,94108-1521,CA,950 Clay Street,950 Clay St.,San Francisco,94108-1521,CA,(415) 291-7921,No Data,(415) 291-7952,No Data,07/01/1980,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.793981,-122.40868,Gloria,Choy,02/13/2019,Y,Lau (Gordon J) ES,490.0,Lau (Gordon J) ES
49,38684786041339.0,0634410,05639,Active,San Francisco,San Francisco Unified,Lawton Alternative,1570 31st Avenue,1570 31st Ave.,San Francisco,94122-3104,CA,1570 31st Avenue,1570 31st Ave.,San Francisco,94122-3104,CA,(415) 759-2832,No Data,(415) 759-2842,No Data,07/01/1980,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,N,N,No Data,37.757952,-122.48958,Armen,Sedrakian,02/09/2023,N,Lawton K-8,676.0,Lawton K-8
50,38684786089569.0,0634410,05596,Active,San Francisco,San Francisco Unified,Lee (Edwin and Anita) Newcomer,657 Merchant Street,657 Merchant St.,San Francisco,94111-2505,CA,657 Merchant Street,657 Merchant St.,San Francisco,94111-2505,CA,(415) 291-7918,No Data,(415) 291-7965,No Data,07/01/1980,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,2-5,N,N,N,No Data,37.794905,-122.40414,Lisa,Kwong,09/17/2024,N,Lee (Edwin and Anita) Newcomer ES,476.0,Lee (Edwin and Anita) Newcomer ES
51,38684786062053.0,0634410,05629,Active,San Francisco,San Francisco Unified,Lick (James) Middle,1220 Noe Street,1220 Noe St.,San Francisco,94114-3714,CA,1220 Noe Street,1220 Noe St.,San Francisco,94114-3714,CA,(415) 695-5675,No Data,(415) 695-5360,No Data,07/01/1980,No Data,N,No Data,No Data,54.0,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,No Data,37.749543,-122.43175,Norma,Hernandez,07/24/2025,Y,Lick (James) MS,634.0,Lick (James) MS
52,38684786102479.0,0634410,07841,Active,San Francisco,San Francisco Unified,Lilienthal (Claire) Elementary,3630 Divisadero Street,3630 Divisadero St.,San Francisco,94123-1411,CA,3630 Divisadero Street,3630 Divisadero St.,San Francisco,94123-1411,CA,(415) 749-3516,No Data,(415) 749-3431,No Data,07/01/1980,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,N,N,No Data,37.803192,-122.44350,Molly,Pope,09/17/2024,Y,Lilienthal (Claire) K-8,479.0,Lilienthal (Claire) K-8
53,38684783833241.0,0634410,05581,Active,San Francisco,San Francisco Unified,Lincoln (Abraham) High,2162 24th Avenue,2162 24th Ave.,San Francisco,94116-1723,CA,2162 24th Avenue,2162 24th Ave.,San Francisco,94116-1723,CA,(415) 759-2700,No Data,(415) 566-2224,No Data,07/01/1980,No Data,N,No Data,No Data,54.0,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,N,No Data,37.747259,-122.48132,Marisol,Arkin,06/27/2025,Y,Lincoln (Abraham) HS,405.0,Lincoln (Abraham) HS
54,38684786041362.0,0634410,05641,Active,San Francisco,San Francisco Unified,Longfellow Elementary,755 Morse Street,755 Morse St.,San Francisco,94112-4223,CA,755 Morse Street,755 Morse St.,San Francisco,94112-4223,CA,(415) 469-4730,No Data,(415) 469-4068,No Data,07/01/1980,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.710460,-122.44769,Heidi,Dobrott,07/24/2025,Y,Longfellow ES,691.0,Longfellow ES
55,38684783833407.0,0634410,05643,Active,San Francisco,San Francisco Unified,Lowell High,1101 Eucalyptus Drive,1101 Eucalyptus Dr.,San Francisco,94132-1401,CA,1101 Eucalyptus Drive,1101 Eucalyptus Dr.,San Francisco,94132-1401,CA,(415) 759-2730,No Data,(415) 759-2742,No Data,07/01/1980,No Data,N,No Data,No Data,54.0,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,N,No Data,37.731044,-122.48355,Jan,Bautista,09/17/2024,Y,Lowell HS,697.0,Lowell HS
56,38684786041586.0,0634410,05669,Active,San Francisco,San Francisco Unified,Malcolm X Academy,350 Harbor Road,350 Harbor Rd.,San Francisco,94124-2474,CA,350 Harbor Road,350 Harbor Rd.,San Francisco,94124-2474,CA,(415) 695-5950,No Data,(415) 647-1647,No Data,07/01/1980,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.733734,-122.38061,Matthew,Fitzsimmons,02/09/2023,N,Malcolm X Academy ES,830.0,Malcolm X Academy ES
57,38684786062061.0,0634410,05645,Active,San Francisco,San Francisco Unified,Marina Middle,3500 Fillmore Street,3500 Fillmore St.,San Francisco,94123-2103,CA,3500 Fillmore Street,3500 Fillmore St.,San Francisco,94123-2103,CA,(415) 749-3495,No Data,(415) 921-7539,No Data,07/01/1980,No Data,N,No Data,No Data,54.0,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,No Data,37.801671,-122.43636,Michael,Harris,09/17/2024,Y,Marina MS,708.0,Marina MS
58,38684783830403.0,0634410,03976,Active,San Francisco,San Francisco Unified,Marshall (Thurgood) High,45 Conkling Street,45 Conkling St.,San Francisco,94124-1931,CA,45 Conkling Street,45 Conkling St.,San Francisco,94124-1931,CA,(415) 695-5612,No Data,(415) 285-5438,No Data,09/07/1994,No Data,N,No Data,No Data,54.0,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,8-12,9-12,N,N,N,No Data,37.735717,-122.40188,Sarah,Ballard-Hanson,05/23/2025,Y,Marshall (Thurgood) HS,853.0,Marshall (Thurgood) HS
59,38684786041412.0,0634410,05646,Active,San Francisco,San Francisco Unified,Marshall Elementary,1575 15th Street,1575 15th St.,San Francisco,94103-3639,CA,1575 15th Street,1575 15th St.,San Francisco,94103-3639,CA,(415) 241-6280,No Data,(415) 241-6547,No Data,07/01/1980,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.766679,-122.41909,Noah,Ingber,09/17/2024,Y,Marshall ES,714.0,Marshall ES
60,38684786041016.0,0634410,05611,Active,San Francisco,San Francisco Unified,McCoppin (Frank) Elementary,651 Sixth Avenue,651 Sixth Ave.,San Francisco,94118-3804,CA,651 Sixth Avenue,651 Sixth Ave.,San Francisco,94118-3804,CA,(415) 750-8475,No Data,(415) 750-8474,No Data,07/01/1980,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.776283,-122.46401,Bennett,Lee,02/09/2023,N,McCoppin (Frank) ES,549.0,McCoppin (Frank) ES
61,38684786041420.0,0634410,05647,Active,San Francisco,San Francisco Unified,McKinley Elementary,1025 14th Street,1025 14th St.,San Francisco,94114-1221,CA,1025 14th Street,1025 14th St.,San Francisco,94114-1221,CA,(415) 241-6300,No Data,(415) 241-6548,No Data,07/01/1980,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.767229,-122.43659,John,Collins,02/09/2023,N,McKinley ES,718.0,McKinley ES
62,38684786040919.0,0634410,05601,Active,San Francisco,San Francisco Unified,Milk (Harvey) Civil Rights Elementary,4235 19th Street,4235 19th St.,San Francisco,94114-2415,CA,4235 19th Street,4235 19th St.,San Francisco,94114-2415,CA,(415) 241-6276,No Data,(415) 241-6545,No Data,07/01/1980,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.759148,-122.43634,Mark,Sanchez,07/24/2025,N,Milk (Harvey) Civil Right ES,505.0,Milk (Harvey) Civil Right ES
63,38684786041438.0,0634410,05648,Active,San Francisco,San Francisco Unified,Miraloma Elementary,175 Omar Way,175 Omar Way,San Francisco,94127-1701,CA,175 Omar Way,175 Omar Way,San Francisco,94127-1701,CA,(415) 469-4734,No Data,(415) 469-4069,No Data,07/01/1980,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.739309,-122.45021,Rochelle,Gumpert,09/17/2024,N,Miraloma ES,722.0,Miraloma ES
64,38684786089585.0,0634410,05649,Active,San Francisco,San Francisco Unified,Mission Education Center,1670 Noe Street,1670 Noe St.,San Francisco,94131-2357,CA,1670 Noe Street,1670 Noe St.,San Francisco,94131-2357,CA,(415) 695-5313,No Data,(415) 695-5339,No Data,07/01/1980,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.742282,-122.43106,Albert,Maldonado,09/17/2024,N,Mission Education Center ES,724.0,Mission Education Center ES
65,38684783834082.0,0634410,05650,Active,San Francisco,San Francisco Unified,Mission High,3750 18th Street,3750 18th St.,San Francisco,94114-2614,CA,3750 18th Street,3750 18th St.,San Francisco,94114-2614,CA,(415) 241-6240,No Data,(415) 626-1641,No Data,07/01/1980,No Data,N,No Data,No Data,54.0,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,N,No Data,37.761403,-122.42728,Valerie,Forero,09/17/2024,Y,Mission HS,725.0,Mission HS
66,38684786041446.0,0634410,05651,Active,San Francisco,San Francisco Unified,Monroe Elementary,260 Madrid Street,260 Madrid St.,San Francisco,94112-2055,CA,260 Madrid Street,260 Madrid St.,San Francisco,94112-2055,CA,(415) 469-4736,No Data,(415) 469-4070,No Data,07/01/1980,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.725224,-122.43012,Telmo,Vasquez,09/17/2024,Y,Monroe ES,729.0,Monroe ES
67,38684786099154.0,0634410,05615,Active,San Francisco,San Francisco Unified,Moscone (George R.) Elementary,2576 Harrison Street,2576 Harrison St.,San Francisco,94110-2720,CA,2576 Harrison Street,2576 Harrison St.,San Francisco,94110-2720,CA,(415) 695-5736,No Data,(415) 695-5341,No Data,07/01/1980,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.756242,-122.41230,Sarah,Twiest,09/17/2024,Y,Moscone (George R) ES,723.0,Moscone (George R) ES
68,38684786041255.0,0634410,05633,Active,San Francisco,San Francisco Unified,Muir (John) Elementary,380 Webster Street,380 Webster St.,San Francisco,94117-3512,CA,380 Webster Street,380 Webster St.,San Francisco,94117-3512,CA,(415) 241-6335,No Data,(415) 431-9938,No Data,07/01/1980,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.773688,-122.42909,Donald,Frazier,09/17/2024,Y,Muir (John) ES,650.0,Muir (John) ES
69,38684786097919.0,0634410,05652,Active,San Francisco,San Francisco Unified,New Traditions Elementary,2049 Grove Street,2049 Grove St.,San Francisco,94117-1123,CA,2049 Grove Street,2049 Grove St.,San Francisco,94117-1123,CA,(415) 750-8490,No Data,(415) 750-8479,No Data,07/01/1980,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.774310,-122.45032,Myra,Quadros,02/09/2023,N,New Traditions ES,735.0,New Traditions ES
70,38684783834769.0,0634410,07350,Active,San Francisco,San Francisco Unified,O'Connell (John) High,2355 Folsom Street,2355 Folsom St.,San Francisco,94110-2010,CA,2355 Folsom Street,2355 Folsom St.,San Francisco,94110-2010,CA,(415) 695-5370,No Data,(415) 695-5379,No Data,07/01/1980,No Data,N,No Data,No Data,54.0,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,N,No Data,37.759631,-122.41468,Amy,Abero,09/17/2024,Y,O'Connell (John) HS,651.0,O'Connell (John) HS
71,38684786041271.0,0634410,05635,Active,San Francisco,San Francisco Unified,Ortega (Jose) Elementary,400 Sargent Street,400 Sargent St.,San Francisco,94132-3152,CA,400 Sargent Street,400 Sargent St.,San Francisco,94132-3152,CA,(415) 469-4726,No Data,(415) 584-7972,No Data,07/01/1980,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.716168,-122.46625,Paula,Antram,09/17/2024,Y,Ortega (Jose) ES,746.0,Ortega (Jose) ES
72,38684786041206.0,0634410,05630,Active,San Francisco,San Francisco Unified,Parker (Jean) Elementary,840 Broadway Street,840 Broadway St.,San Francisco,94133-4219,CA,840 Broadway Street,840 Broadway St.,San Francisco,94133-4219,CA,(415) 291-7990,No Data,(415) 291-7996,No Data,07/01/1980,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.797323,-122.41110,Sara,Saldana,08/08/2024,N,Parker (Jean) ES,638.0,Parker (Jean) ES
73,38684786041503.0,0634410,05658,Active,San Francisco,San Francisco Unified,Parks (Rosa) Elementary,1501 O'Farrell Street,1501 O'Farrell St.,San Francisco,94115-3762,CA,1501 O'Farrell Street,1501 O'Farrell St.,San Francisco,94115-3762,CA,(415) 749-3519,No Data,(415) 749-3610,No Data,07/01/1980,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.783681,-122.42945,Laura,Schmidt-Nojima,09/17/2024,N,Parks (Rosa) ES,786.0,Parks (Rosa) ES
74,38684786041065.0,0634410,05614,Active,San Francisco,San Francisco Unified,Peabody (George) Elementary,251 Sixth Avenue,251 Sixth Ave.,San Francisco,94118-2311,CA,251 Sixth Avenue,251 Sixth Ave.,San Francisco,94118-2311,CA,(415) 750-8480,No Data,(415) 750-8487,No Data,07/01/1980,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.783947,-122.46456,Amy,Gottesfeld,07/24/2025,N,Peabody (George) ES,569.0,Peabody (George) ES
75,38684786062079.0,0634410,05657,Active,San Francisco,San Francisco Unified,Presidio Middle,450 30th Avenue,450 30th Ave.,San Francisco,94121-1766,CA,450 30th Avenue,450 30th Ave.,San Francisco,94121-1766,CA,(415) 750-8435,No Data,(415) 750-8445,No Data,07/01/1980,No Data,N,No Data,No Data,54.0,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,No Data,37.780831,-122.49010,Kevin,Chui,09/17/2024,Y,Presidio MS,778.0,Presidio MS
76,38684786041511.0,0634410,05659,Active,San Francisco,San Francisco Unified,Redding Elementary,1421 Pine Street,1421 Pine St.,San Francisco,94109-4719,CA,1421 Pine Street,1421 Pine St.,San Francisco,94109-4719,CA,(415) 749-3525,No Data,(415) 749-3527,No Data,07/01/1980,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.789726,-122.41921,Ronnie,Louie,09/17/2024,N,Redding ES,790.0,Redding ES
77,38684786041487.0,0634410,05654,Active,San Francisco,San Francisco Unified,Revere (Paul) Elementary,555 Tompkins Avenue,555 Tompkins Ave.,San Francisco,94110-6144,CA,555 Tompkins Avenue,555 Tompkins Ave.,San Francisco,94110-6144,CA,(415) 695-5656,No Data,(415) 647-0878,No Data,07/01/1980,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,N,N,No Data,37.737142,-122.41317,Angel,Vargas Rico,08/19/2025,Y,Revere (Paul) K-8,760.0,Revere (Paul) K-8
78,38684786089775.0,0634410,05661,Active,San Francisco,San Francisco Unified,Rooftop Elementary,443 Burnett Avenue,443 Burnett Ave.,San Francisco,94131-1330,CA,443 Burnett Avenue,443 Burnett Ave.,San Francisco,94131-1330,CA,(415) 695-5692,No Data,(415) 695-5429,No Data,07/01/1980,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,N,N,No Data,37.754418,-122.44388,Darren,Kawaii,02/09/2023,N,Rooftop K-8,796.0,Rooftop K-8
79,38684786059901.0,0634410,05662,Active,San Francisco,San Francisco Unified,Roosevelt Middle,460 Arguello Boulevard,460 Arguello Blvd.,San Francisco,94118-2505,CA,460 Arguello Boulevard,460 Arguello Blvd.,San Francisco,94118-2505,CA,(415) 750-8446,No Data,(415) 750-8455,No Data,07/01/1980,No Data,N,No Data,No Data,54.0,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,No Data,37.782249,-122.45895,Emily,Leicham,12/07/2021,Y,Roosevelt MS,797.0,Roosevelt MS
80,38684786093488.0,0634410,05663,Active,San Francisco,San Francisco Unified,San Francisco Community Alternative,125 Excelsior Avenue,125 Excelsior Ave.,San Francisco,94112-2041,CA,125 Excelsior Avenue,125 Excelsior Ave.,San Francisco,94112-2041,CA,(415) 469-4739,No Data,(415) 337-6879,No Data,07/01/1980,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,N,N,No Data,37.725815,-122.43262,Lisa,Gonzalez,08/19/2025,N,SF Community K-8,493.0,SF Community K-8
81,38684780119875.0,0634410,12494,Active,San Francisco,San Francisco Unified,S.F. International High,655 DeHaro Street,655 DeHaro St.,San Francisco,94107-2727,CA,655 DeHaro Street,655 DeHaro St.,San Francisco,94107-2727,CA,(415) 695-5781,No Data,(415) 695-5402,www.sfusd.edu,08/24/2009,No Data,N,No Data,No Data,54.0,Unified School District,63,Alternative Schools of Choice,ALTSOC,Alternative School of Choice,HS,High School,8-12,9-12,N,N,N,No Data,37.761720,-122.40062,Nicholas,Chan,02/09/2023,N,SF International HS,621.0,SF International HS
82,38684780123117.0,0634410,12788,Active,San Francisco,San Francisco Unified,San Francisco Public Montessori,2340 Jackson Street,2340 Jackson St.,San Francisco,94115-1323,CA,2340 Jackson Street,2340 Jackson St.,San Francisco,94115-1323,CA,(415) 749-3544,No Data,(415) 749-3494,www.sfpublicmontessori.com,08/16/2010,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.792616,-122.43354,Monette,Benitez,02/09/2023,N,SF Public Montessori ES,814.0,SF Public Montessori ES
83,38684786041545.0,0634410,05664,Active,San Francisco,San Francisco Unified,Sanchez Elementary,325 Sanchez Street,325 Sanchez St.,San Francisco,94114-1615,CA,325 Sanchez Street,325 Sanchez St.,San Francisco,94114-1615,CA,(415) 241-6380,No Data,(415) 522-6729,No Data,07/01/1980,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.763967,-122.43076,Ann,Marin,02/13/2019,Y,Sanchez ES,816.0,Sanchez ES
84,38684786041289.0,0634410,05636,Active,San Francisco,San Francisco Unified,Serra (Junipero) Elementary,625 Holly Park Circle,625 Holly Park Cir.,San Francisco,94110-5815,CA,625 Holly Park Circle,625 Holly Park Cir.,San Francisco,94110-5815,CA,(415) 695-5685,No Data,(415) 920-5194,No Data,07/01/1980,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.736733,-122.42113,Katerina,Palomares,12/07/2021,Y,Serra (Junipero) ES,656.0,Serra (Junipero) ES
85,38684786041560.0,0634410,05667,Active,San Francisco,San Francisco Unified,Sheridan Elementary,431 Capitol Avenue,431 Capitol Ave.,San Francisco,94112-2934,CA,431 Capitol Avenue,431 Capitol Ave.,San Francisco,94112-2934,CA,(415) 469-4743,No Data,(415) 469-4089,No Data,07/01/1980,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.714331,-122.45913,Dina,Edwards,02/09/2023,N,Sheridan ES,820.0,Sheridan ES
86,38684786041578.0,0634410,05668,Active,San Francisco,San Francisco Unified,Sherman Elementary,1651 Union Street,1651 Union St.,San Francisco,94123-4506,CA,1651 Union Street,1651 Union St.,San Francisco,94123-4506,CA,(415) 749-3530,No Data,(415) 749-3433,No Data,07/01/1980,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.798273,-122.42620,Helen,Parker,02/09/2023,N,Sherman ES,823.0,Sherman ES
87,38684786040851.0,0634410,05598,Active,San Francisco,San Francisco Unified,Sloat (Commodore) Elementary,50 Darien Way,50 Darien Way,San Francisco,94127-1902,CA,50 Darien Way,50 Darien Way,San Francisco,94127-1902,CA,(415) 759-2807,No Data,(415) 759-2843,No Data,07/01/1980,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.731881,-122.47096,Fowzigiah,Abdolcader,02/09/2023,N,Sloat (Commodore) ES,488.0,Sloat (Commodore) ES
88,38684786041594.0,0634410,05670,Active,San Francisco,San Francisco Unified,Spring Valley Elementary,1451 Jackson Street,1451 Jackson St.,San Francisco,94109-3115,CA,1451 Jackson Street,1451 Jackson St.,San Francisco,94109-3115,CA,(415) 749-3535,No Data,(415) 749-3555,No Data,07/01/1980,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.794403,-122.41899,Jessica,Arnott,08/24/2022,Y,Spring Valley Science ES,834.0,Spring Valley Science ES
89,38684786041529.0,0634410,05660,Active,San Francisco,San Francisco Unified,Stevenson (Robert Louis) Elementary,2051 34th Avenue,2051 34th Ave.,San Francisco,94116-1109,CA,2051 34th Avenue,2051 34th Ave.,San Francisco,94116-1109,CA,(415) 759-2837,No Data,(415) 759-2844,No Data,07/01/1980,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.748857,-122.49230,Diane,Lau-Yee,02/09/2023,N,Stevenson (Robert Louis) ES,782.0,Stevenson (Robert Louis) ES
90,38684786041610.0,0634410,05672,Active,San Francisco,San Francisco Unified,Sunnyside Elementary,250 Foerster Street,250 Foerster St.,San Francisco,94112-1341,CA,250 Foerster Street,250 Foerster St.,San Francisco,94112-1341,CA,(415) 469-4746,No Data,(415) 334-3569,https://www.sunnysidesf.org/,07/01/1980,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.730307,-122.44879,Sandie,Spoering,09/17/2024,N,Sunnyside ES,842.0,Sunnyside ES
91,38684786113997.0,0634410,06556,Active,San Francisco,San Francisco Unified,Sunset Elementary,1920 41st Avenue,1920 41st Ave.,San Francisco,94116-1101,CA,1920 41st Avenue,1920 41st Ave.,San Francisco,94116-1101,CA,(415) 759-2760,No Data,(415) 759-2729,No Data,08/28/1996,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.750743,-122.49979,Michael,Cress,07/24/2025,N,Sunset ES,750.0,Sunset ES
92,38684786041644.0,0634410,05674,Active,San Francisco,San Francisco Unified,Sutro Elementary,235 12th Avenue,235 12th Ave.,San Francisco,94118-2103,CA,235 12th Avenue,235 12th Ave.,San Francisco,94118-2103,CA,(415) 750-8525,No Data,(415) 750-8498,No Data,07/01/1980,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.783932,-122.47102,Beth,Bonfiglio,05/23/2025,Y,Sutro ES,848.0,Sutro ES
93,38684786040943.0,0634410,05604,Active,San Francisco,San Francisco Unified,Taylor (Edward R.) Elementary,423 Burrows Street,423 Burrows St.,San Francisco,94134-1449,CA,423 Burrows Street,423 Burrows St.,San Francisco,94134-1449,CA,(415) 330-1530,No Data,(415) 468-1742,No Data,07/01/1980,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.728000,-122.40733,David,Norris,04/30/2021,Y,Taylor (Edward R) ES,513.0,Taylor (Edward R) ES
94,38684786115901.0,0634410,07732,Active,San Francisco,San Francisco Unified,Tenderloin Community,627 Turk Street,627 Turk St.,San Francisco,94102-3212,CA,627 Turk Street,627 Turk St.,San Francisco,94102-3212,CA,(415) 749-3567,No Data,(415) 749-3643,No Data,08/25/1998,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.782061,-122.41979,Mai-Tien,Nguyen,07/24/2025,N,Tenderloin Community ES,859.0,Tenderloin Community ES
95,38684780119958.0,0634410,12526,Active,San Francisco,San Francisco Unified,Academy (The)- SF @McAteer,555 Portola Drive,555 Portola Dr.,San Francisco,94131-1616,CA,555 Portola Drive,555 Portola Dr.,San Francisco,94131-1616,CA,(415) 695-5700,No Data,(415) 695-5326,www.sotacad.org/,08/24/2009,No Data,N,No Data,No Data,54.0,Unified School District,63,Alternative Schools of Choice,ALTSOC,Alternative School of Choice,HS,High School,9-12,9-12,N,N,N,No Data,37.745874,-122.44998,Hollie,Mack,05/23/2025,N,The Academy - SF @ McAteer HS,832.0,The Academy - SF @ McAteer HS
96,38684786041685.0,0634410,05676,Active,San Francisco,San Francisco Unified,Ulloa Elementary,2650 42nd Avenue,2650 42nd Ave.,San Francisco,94116-2714,CA,2650 42nd Avenue,2650 42nd Ave.,San Francisco,94116-2714,CA,(415) 759-2841,No Data,(415) 759-2845,No Data,07/01/1980,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.737302,-122.49995,Son-Hui (Sonny),Wong,07/24/2025,Y,Ulloa ES,862.0,Ulloa ES
