School,SchoolCode,Grade,Prg,Total,1st Choice,2nd Choice,3rd Choice,4th Choice,5th Choice,6th Choice,7th Choice,8th Choice+
Muir Es,650,TOTAL,ALL,186,22,11,8,4,7,1,1,132
New Traditions Es,735,K,GEN,896,40,39,49,63,57,63,51,534
New Traditions Es,735,01,GEN,37,5,1,1,2,4,2,5,17
New Traditions Es,735,02,GEN,13,1,1,0,0,1,5,0,5
New Traditions Es,735,03,GEN,12,0,2,2,1,2,1,2,2
New Traditions Es,735,04,GEN,5,0,1,1,0,2,1,0,0
New Traditions Es,735,05,GEN,7,1,0,0,2,1,1,0,2
New Traditions Es,735,TOTAL,ALL,970,47,44,53,68,67,73,58,560
Noriega Tk,752,TK,GEN,191,93,34,25,15,6,6,3,9
Noriega Tk,752,TOTAL,ALL,191,93,34,25,15,6,6,3,9
Ortega Es,746,K,GEN,418,17,23,14,15,15,11,11,312
Ortega Es,746,K,IMMM,365,70,23,14,28,17,8,7,198
Ortega Es,746,01,GEN,11,0,2,0,3,0,0,0,6
Ortega Es,746,01,IMMM,17,9,0,0,2,2,0,0,4
Ortega Es,746,02,GEN,5,0,0,0,2,0,0,0,3
Ortega Es,746,02,IMMM,3,2,0,0,0,0,0,1,0
Ortega Es,746,03,GEN,5,0,1,0,0,0,0,1,3
Ortega Es,746,03,IMMM,6,6,0,0,0,0,0,0,0
Ortega Es,746,04,GEN,2,0,0,0,1,0,0,0,1
Ortega Es,746,04,IMMM,3,2,0,0,0,0,0,0,1
Ortega Es,746,05,GEN,4,0,1,0,0,0,0,1,2
Ortega Es,746,TOTAL,ALL,839,106,50,28,51,34,19,21,530
Parker Es,638,K,GEN,279,12,20,8,21,12,22,8,176
Parker Es,638,K,CHN,91,16,13,22,5,20,3,4,8
Parker Es,638,01,GEN,8,0,0,0,2,1,1,0,4
Parker Es,638,01,CHN,4,1,1,2,0,0,0,0,0
Parker Es,638,02,GEN,9,1,0,0,6,1,0,1,0
Parker Es,638,02,CHN,9,1,2,6,0,0,0,0,0
Parker Es,638,03,GEN,9,1,3,1,1,0,0,0,3
Parker Es,638,03,CHN,8,3,3,1,0,0,1,0,0
Parker Es,638,04,GEN,3,1,0,0,0,2,0,0,0
Parker Es,638,04,CHN,6,1,2,2,1,0,0,0,0
Parker Es,638,05,GEN,5,1,0,1,1,0,0,0,2
Parker Es,638,05,CHN,7,1,3,2,0,0,0,0,1
Parker Es,638,TOTAL,ALL,438,39,47,45,37,36,27,13,194
Parks Es,786,K,GEN,361,19,18,14,9,12,10,5,274
Parks Es,786,K,JPN,279,39,13,11,6,4,11,4,191
Parks Es,786,K,MM,3,2,0,0,1,0,0,0,0
Parks Es,786,01,GEN,9,0,0,0,1,0,1,0,7
Parks Es,786,01,JPN,9,3,0,0,0,1,0,0,5
Parks Es,786,02,GEN,4,1,0,0,0,0,0,0,3
Parks Es,786,03,GEN,5,0,0,0,1,0,1,0,3
Parks Es,786,03,JPN,3,0,0,2,0,0,0,1,0
Parks Es,786,04,GEN,2,0,0,0,1,0,0,0,1
Parks Es,786,05,GEN,3,0,0,0,1,0,0,0,2
Parks Es,786,05,JPN,1,0,0,1,0,0,0,0,0
Parks Es,786,TOTAL,ALL,679,64,31,28,20,17,23,10,486
Peabody Es,569,K,GEN,1175,130,117,104,95,84,60,50,535
Peabody Es,569,K,MM,13,4,6,2,0,0,1,0,0
Peabody Es,569,01,GEN,63,16,4,10,8,1,4,4,16
Peabody Es,569,01,MM,1,0,0,1,0,0,0,0,0
Peabody Es,569,02,GEN,17,2,2,0,3,4,0,1,5
Peabody Es,569,03,GEN,19,5,0,4,2,1,0,2,5
Peabody Es,569,03,MM,2,1,0,1,0,0,0,0,0
Peabody Es,569,04,GEN,15,5,1,1,3,0,1,1,3
Peabody Es,569,05,GEN,9,0,2,2,1,0,0,1,3
Peabody Es,569,TOTAL,ALL,1314,163,132,125,112,90,66,59,567
Presidio Tk,875,TK,GEN,159,28,52,37,14,12,4,7,5
Presidio Tk,875,TOTAL,ALL,159,28,52,37,14,12,4,7,5
Redding Es,790,K,GEN,262,30,25,16,10,5,6,4,166
Redding Es,790,01,GEN,10,1,1,0,2,0,0,0,6
Redding Es,790,02,GEN,2,2,0,0,0,0,0,0,0
Redding Es,790,03,GEN,3,0,1,0,0,0,0,0,2
Redding Es,790,04,GEN,1,1,0,0,0,0,0,0,0
Redding Es,790,05,GEN,4,1,0,1,0,0,0,0,2
Redding Es,790,TOTAL,ALL,282,35,27,17,12,5,6,4,176
Redding Tk,890,TK,GEN,79,19,11,11,8,8,4,4,14
Redding Tk,890,K,GEN,1,0,0,0,0,1,0,0,0
Redding Tk,890,TOTAL,ALL,80,19,11,11,8,9,4,4,14
Revere K-8,760,K,GEN,180,7,5,2,3,2,3,2,156
Revere K-8,760,K,IMMS,208,15,15,6,10,11,4,6,141
Revere K-8,760,K,MM,6,3,2,1,0,0,0,0,0
Revere K-8,760,01,GEN,6,1,0,1,0,0,0,0,4
Revere K-8,760,01,IMMS,7,2,1,0,0,0,0,1,3
Revere K-8,760,03,GEN,5,1,0,1,0,1,0,0,2
Revere K-8,760,03,IMMS,4,0,2,1,1,0,0,0,0
Revere K-8,760,04,GEN,3,0,2,1,0,0,0,0,0
Revere K-8,760,04,IMMS,2,1,1,0,0,0,0,0,0
Revere K-8,760,05,GEN,3,1,1,0,0,0,0,0,1
Revere K-8,760,05,IMMS,4,2,1,1,0,0,0,0,0
Revere K-8,760,06,GEN,32,10,7,5,6,0,1,0,3
Revere K-8,760,06,IMMS,12,2,6,3,0,0,1,0,0
Revere K-8,760,07,GEN,2,1,1,0,0,0,0,0,0
Revere K-8,760,TOTAL,ALL,474,46,44,22,20,14,9,9,310
Rodriguez Tk,895,TK,GEN,108,26,25,25,9,6,6,3,8
Rodriguez Tk,895,TOTAL,ALL,108,26,25,25,9,6,6,3,8
Rooftop K-8,796,K,GEN,1432,180,121,129,132,130,127,110,503
Rooftop K-8,796,01,GEN,61,10,9,7,5,3,3,5,19
Rooftop K-8,796,02,GEN,29,8,3,8,2,1,2,2,3
Rooftop K-8,796,03,GEN,39,14,5,13,2,1,1,1,2
Rooftop K-8,796,04,GEN,28,13,2,6,2,1,0,0,4
Rooftop K-8,796,05,GEN,34,16,8,4,1,2,1,2,0
Rooftop K-8,796,06,GEN,307,48,64,72,42,35,23,11,12
Rooftop K-8,796,07,GEN,11,2,4,2,1,1,1,0,0
Rooftop K-8,796,08,GEN,5,2,1,1,0,1,0,0,0
Rooftop K-8,796,TOTAL,ALL,1946,293,217,242,187,175,158,131,543
S F Community K-8,493,K,GEN,338,20,16,18,14,11,15,10,234
S F Community K-8,493,01,GEN,6,0,2,0,0,0,0,0,4
S F Community K-8,493,02,GEN,1,0,0,0,0,0,0,0,1
S F Community K-8,493,03,GEN,4,2,0,0,0,0,0,0,2
S F Community K-8,493,04,GEN,3,1,1,0,0,0,0,0,1
S F Community K-8,493,05,GEN,6,0,1,1,1,1,1,0,1
S F Community K-8,493,06,GEN,71,10,20,15,8,7,2,3,6
S F Community K-8,493,07,GEN,4,1,1,1,0,0,0,1,0
S F Community K-8,493,08,GEN,1,0,1,0,0,0,0,0,0
S F Community K-8,493,TOTAL,ALL,434,34,42,35,23,19,18,14,249
Sanchez Es,816,K,GEN,189,9,12,4,5,4,5,5,145
Sanchez Es,816,K,MS,3,3,0,0,0,0,0,0,0
Sanchez Es,816,K,SPN,58,13,9,10,8,8,4,1,5
Sanchez Es,816,01,GEN,5,0,1,0,0,0,0,0,4
Sanchez Es,816,01,SPN,1,1,0,0,0,0,0,0,0
Sanchez Es,816,02,GEN,2,0,0,0,2,0,0,0,0
Sanchez Es,816,02,SPN,2,1,0,1,0,0,0,0,0
Sanchez Es,816,03,GEN,2,0,0,0,0,0,0,0,2
Sanchez Es,816,03,SPN,1,1,0,0,0,0,0,0,0
Sanchez Es,816,05,GEN,4,0,0,1,1,0,0,0,2
Sanchez Es,816,TOTAL,ALL,267,28,22,16,16,12,9,6,158
Serra Annex Tk,879,TK,GEN,118,21,32,22,15,9,7,6,6
Serra Annex Tk,879,TOTAL,ALL,118,21,32,22,15,9,7,6,6
Serra Es,656,K,GEN,170,3,10,4,4,2,4,3,140
Serra Es,656,K,SPN,49,21,5,11,5,1,0,0,6
Serra Es,656,01,GEN,5,0,0,0,1,0,0,0,4
Serra Es,656,01,SPN,1,0,0,0,1,0,0,0,0
Serra Es,656,03,GEN,2,0,0,0,0,0,0,0,2
Serra Es,656,04,GEN,1,0,0,0,1,0,0,0,0
Serra Es,656,05,GEN,1,0,0,0,0,0,0,0,1
Serra Es,656,TOTAL,ALL,229,24,15,15,12,3,4,3,153
Sheridan Es,820,K,GEN,177,14,13,2,2,0,2,1,143
Sheridan Es,820,01,GEN,7,0,0,0,2,0,0,0,5
Sheridan Es,820,02,GEN,1,0,0,0,0,0,0,1,0
Sheridan Es,820,03,GEN,2,0,0,0,0,0,0,0,2
Sheridan Es,820,05,GEN,2,0,0,1,0,0,0,0,1
Sheridan Es,820,TOTAL,ALL,189,14,13,3,4,0,2,2,151
Sheridan Tk,884,TK,GEN,74,7,15,8,12,4,2,2,24
Sheridan Tk,884,TOTAL,ALL,74,7,15,8,12,4,2,2,24
Sherman Es,823,K,GEN,892,116,78,56,46,34,29,45,488
Sherman Es,823,K,AF,5,1,3,0,1,0,0,0,0
Sherman Es,823,01,GEN,34,2,4,5,2,1,4,1,15
Sherman Es,823,01,AF,1,0,1,0,0,0,0,0,0
Sherman Es,823,02,GEN,11,6,1,1,0,0,0,0,3
Sherman Es,823,03,GEN,11,1,0,0,0,0,0,1,9
Sherman Es,823,03,AF,2,1,1,0,0,0,0,0,0
Sherman Es,823,04,GEN,10,1,2,0,1,0,0,2,4
Sherman Es,823,05,GEN,3,0,0,0,0,0,0,0,3
Sherman Es,823,TOTAL,ALL,969,128,90,62,50,35,33,49,522
Sloat Es,488,K,GEN,1007,71,53,69,48,44,50,45,627
Sloat Es,488,01,GEN,50,4,4,3,4,3,4,3,25
Sloat Es,488,02,GEN,13,1,2,1,2,1,1,0,5
Sloat Es,488,03,GEN,18,8,1,1,1,2,2,0,3
Sloat Es,488,04,GEN,14,2,1,4,1,1,2,0,3
Sloat Es,488,05,GEN,6,2,1,0,0,0,0,0,3
Sloat Es,488,TOTAL,ALL,1108,88,62,78,56,51,59,48,666
Spring Valley Es,834,K,GEN,303,11,24,14,7,6,16,6,219
Spring Valley Es,834,K,CHN,44,10,2,7,6,6,1,2,10
Spring Valley Es,834,K,SPN,35,16,6,0,1,4,0,2,6
Spring Valley Es,834,01,GEN,14,0,0,1,1,3,1,1,7
Spring Valley Es,834,01,CHN,7,0,1,1,2,1,1,0,1
Spring Valley Es,834,02,GEN,3,0,1,0,0,0,1,0,1
Spring Valley Es,834,02,CHN,4,1,0,0,1,2,0,0,0
Spring Valley Es,834,03,GEN,7,1,0,2,0,0,0,1,3
Spring Valley Es,834,03,CHN,4,0,0,1,0,1,2,0,0
Spring Valley Es,834,03,SPN,2,1,1,0,0,0,0,0,0
Spring Valley Es,834,05,GEN,3,0,1,0,0,0,0,1,1
Spring Valley Es,834,05,CHN,2,1,0,0,0,0,0,0,1
Spring Valley Es,834,TOTAL,ALL,428,41,36,26,18,23,22,13,249
Starr King Es,838,K,GEN,208,4,5,7,5,1,1,1,184
Starr King Es,838,K,IMMM,299,36,27,14,10,8,2,4,198
Starr King Es,838,K,SA,1,0,0,0,0,0,0,1,0
Starr King Es,838,01,GEN,10,1,0,0,0,0,0,0,9
Starr King Es,838,01,IMMM,10,0,0,1,2,2,0,0,5
Starr King Es,838,02,GEN,2,0,0,1,0,0,0,0,1
Starr King Es,838,02,IMMM,1,1,0,0,0,0,0,0,0
Starr King Es,838,03,GEN,3,0,0,0,0,0,0,0,3
Starr King Es,838,03,IMMM,1,0,1,0,0,0,0,0,0
Starr King Es,838,05,GEN,2,0,0,0,0,0,0,1,1
Starr King Es,838,TOTAL,ALL,537,42,33,23,17,11,3,7,401
Stevenson Es,782,K,GEN,936,36,46,55,65,60,48,40,586
Stevenson Es,782,K,CHN,1,0,0,0,0,1,0,0,0
Stevenson Es,782,TK,MM,1,0,1,0,0,0,0,0,0
Stevenson Es,782,K,MM,11,6,4,1,0,0,0,0,0
Stevenson Es,782,01,GEN,54,3,5,4,4,2,9,4,23
Stevenson Es,782,01,MM,1,0,0,0,1,0,0,0,0
Stevenson Es,782,02,GEN,13,0,2,1,1,0,2,1,6
Stevenson Es,782,03,GEN,19,3,2,2,0,1,4,4,3
Stevenson Es,782,03,MM,2,1,1,0,0,0,0,0,0
Stevenson Es,782,04,GEN,23,1,2,7,4,0,3,3,3
Stevenson Es,782,05,GEN,17,2,2,4,1,4,0,0,4
Stevenson Es,782,05,MM,1,0,0,0,1,0,0,0,0
Stevenson Es,782,TOTAL,ALL,1079,52,65,74,77,68,66,52,625
Stevenson Tk,882,TK,MM,1,1,0,0,0,0,0,0,0
Stevenson Tk,882,TOTAL,ALL,1,1,0,0,0,0,0,0,0
Stockton Tk,874,TK,GEN,73,30,5,5,6,5,4,4,14
Stockton Tk,874,TOTAL,ALL,73,30,5,5,6,5,4,4,14
Sunnyside Es,842,K,GEN,828,115,54,63,50,57,28,34,427
Sunnyside Es,842,K,MS,4,1,3,0,0,0,0,0,0
Sunnyside Es,842,01,GEN,38,4,4,3,1,1,2,1,22
Sunnyside Es,842,02,GEN,5,1,1,1,0,0,0,1,1
Sunnyside Es,842,03,GEN,11,2,3,0,2,0,0,1,3
Sunnyside Es,842,04,GEN,6,2,2,0,0,0,0,0,2
Sunnyside Es,842,05,GEN,8,2,0,0,1,2,0,1,2
Sunnyside Es,842,TOTAL,ALL,900,127,67,67,54,60,30,38,457
Sunset Es,750,K,GEN,1255,137,124,109,75,81,55,57,617
Sunset Es,750,K,SA,7,2,5,0,0,0,0,0,0
Sunset Es,750,01,GEN,72,18,9,5,8,8,5,2,17
Sunset Es,750,02,GEN,19,9,1,2,1,1,1,0,4
Sunset Es,750,03,GEN,24,10,0,5,2,2,0,1,4
Sunset Es,750,04,GEN,19,6,3,2,1,2,2,0,3
Sunset Es,750,05,GEN,18,4,4,3,3,1,1,0,2
Sunset Es,750,TOTAL,ALL,1414,186,146,126,90,95,64,60,647
Sutro Es,848,K,GEN,667,13,23,21,38,20,23,20,509
Sutro Es,848,K,CHN,60,12,5,4,4,7,3,1,24
Sutro Es,848,01,GEN,30,1,3,3,2,1,0,1,19
Sutro Es,848,01,CHN,4,0,1,0,0,0,2,0,1
Sutro Es,848,02,GEN,7,1,1,0,0,1,0,1,3
Sutro Es,848,02,CHN,1,0,0,0,0,0,0,0,1
Sutro Es,848,03,GEN,11,0,0,2,1,0,2,1,5
Sutro Es,848,03,CHN,1,0,0,0,0,0,1,0,0
Sutro Es,848,04,GEN,4,1,0,0,0,0,0,1,2
Sutro Es,848,05,GEN,6,2,0,1,0,0,1,0,2
Sutro Es,848,05,CHN,2,1,1,0,0,0,0,0,0
Sutro Es,848,TOTAL,ALL,793,31,34,31,45,29,32,25,566
Taylor Es,513,K,GEN,430,49,59,13,23,14,6,5,261
Taylor Es,513,K,CHN,128,58,9,16,11,6,8,4,16
Taylor Es,513,K,SPN,49,26,8,5,1,0,1,0,8
Taylor Es,513,01,GEN,22,4,5,3,1,0,1,0,8
Taylor Es,513,01,CHN,12,6,1,1,0,1,0,1,2
Taylor Es,513,01,SPN,3,3,0,0,0,0,0,0,0
Taylor Es,513,02,GEN,7,2,1,2,0,0,1,0,1
Taylor Es,513,02,CHN,4,1,0,0,1,1,1,0,0
Taylor Es,513,03,GEN,17,6,3,3,0,0,2,0,3
Taylor Es,513,03,CHN,5,3,0,0,0,2,0,0,0
Taylor Es,513,03,SPN,1,1,0,0,0,0,0,0,0
Taylor Es,513,04,GEN,8,3,2,1,0,0,1,0,1
Taylor Es,513,04,SPN,2,1,0,0,1,0,0,0,0
Taylor Es,513,05,GEN,9,6,0,0,0,1,1,0,1
Taylor Es,513,05,CHN,2,0,0,0,0,1,1,0,0
Taylor Es,513,05,SPN,2,2,0,0,0,0,0,0,0
Taylor Es,513,TOTAL,ALL,701,171,88,44,38,26,23,10,301
Tenderloin Es,859,TK,GEN,2,0,1,0,0,0,0,0,1
Tenderloin Es,859,K,GEN,156,29,11,14,7,3,2,0,90
Tenderloin Es,859,01,GEN,5,2,1,0,0,0,0,0,2
Tenderloin Es,859,02,GEN,1,0,1,0,0,0,0,0,0
Tenderloin Es,859,03,GEN,2,0,0,0,0,0,0,0,2
Tenderloin Es,859,04,GEN,1,1,0,0,0,0,0,0,0
Tenderloin Es,859,05,GEN,1,0,0,0,0,0,0,0,1
Tenderloin Es,859,TOTAL,ALL,168,32,14,14,7,3,2,0,96
Tenderloin Tk,706,TK,GEN,26,2,2,10,3,1,1,1,6
Tenderloin Tk,706,TOTAL,ALL,26,2,2,10,3,1,1,1,6
Tule Elk Park Tk,860,TK,GEN,127,28,21,26,20,11,4,4,13
Tule Elk Park Tk,860,TK,MS,3,3,0,0,0,0,0,0,0
Tule Elk Park Tk,860,TOTAL,ALL,130,31,21,26,20,11,4,4,13
Ulloa Es,862,K,GEN,966,46,64,56,58,61,53,45,583
Ulloa Es,862,K,CHN,202,49,23,39,22,10,15,17,27
Ulloa Es,862,01,GEN,65,5,9,9,6,8,6,3,19
Ulloa Es,862,01,CHN,29,10,4,1,4,4,1,2,3
Ulloa Es,862,02,GEN,15,2,6,0,1,0,2,0,4
Ulloa Es,862,02,CHN,4,2,2,0,0,0,0,0,0
Ulloa Es,862,03,GEN,18,3,2,2,5,2,0,0,4
Ulloa Es,862,03,CHN,3,1,0,0,1,1,0,0,0
Ulloa Es,862,04,GEN,18,4,6,2,4,1,0,0,1
Ulloa Es,862,04,CHN,8,5,0,2,0,1,0,0,0
Ulloa Es,862,05,GEN,13,0,3,1,1,0,1,2,5
Ulloa Es,862,05,CHN,4,2,2,0,0,0,0,0,0
Ulloa Es,862,TOTAL,ALL,1345,129,121,112,102,88,78,69,646
Ulloa Tk,881,TK,GEN,3,1,1,0,1,0,0,0,0
Ulloa Tk,881,TOTAL,ALL,3,1,1,0,1,0,0,0,0
Visitacion Valley Es,867,K,GEN,163,23,10,8,10,2,2,2,106
Visitacion Valley Es,867,K,CHN,31,13,4,7,0,1,2,0,4
Visitacion Valley Es,867,01,GEN,6,2,1,0,0,0,0,0,3
Visitacion Valley Es,867,02,GEN,2,1,0,1,0,0,0,0,0
Visitacion Valley Es,867,03,GEN,2,0,0,0,0,0,0,0,2
Visitacion Valley Es,867,03,CHN,1,0,1,0,0,0,0,0,0
Visitacion Valley Es,867,05,GEN,2,0,0,0,0,0,0,0,2
Visitacion Valley Es,867,05,CHN,1,0,0,0,0,0,0,0,1
Visitacion Valley Es,867,TOTAL,ALL,208,39,16,16,10,3,4,2,118
Webster Es,497,K,GEN,235,10,22,6,7,6,3,6,175
Webster Es,497,K,IMMS,282,36,19,22,18,13,9,13,152
Webster Es,497,01,GEN,12,0,1,0,1,0,0,0,10
Webster Es,497,01,IMMS,10,3,0,0,2,0,0,0,5
Webster Es,497,02,IMMS,3,1,1,0,1,0,0,0,0
Webster Es,497,03,GEN,2,0,0,0,0,0,0,0,2
Webster Es,497,03,IMMS,1,0,0,0,0,1,0,0,0
Webster Es,497,04,GEN,1,1,0,0,0,0,0,0,0
Webster Es,497,05,GEN,2,0,1,0,0,0,0,0,1
Webster Es,497,05,IMMS,1,1,0,0,0,0,0,0,0
Webster Es,497,TOTAL,ALL,549,52,44,28,29,20,12,19,345
West Portal Es,876,K,GEN,1368,65,109,123,100,105,86,107,673
West Portal Es,876,K,IMMC,671,58,102,76,52,34,34,21,294
West Portal Es,876,01,GEN,76,8,10,6,9,8,11,5,19
West Portal Es,876,01,IMMC,37,3,8,11,6,1,1,0,7
West Portal Es,876,02,GEN,24,4,2,4,2,2,0,2,8
West Portal Es,876,02,IMMC,6,1,3,2,0,0,0,0,0
West Portal Es,876,03,GEN,25,6,6,4,1,0,2,0,6
West Portal Es,876,03,IMMC,3,0,2,0,1,0,0,0,0
West Portal Es,876,04,GEN,24,9,3,2,2,4,2,0,2
West Portal Es,876,04,IMMC,4,0,1,1,0,1,0,1,0
West Portal Es,876,05,GEN,20,5,4,2,0,2,1,1,5
West Portal Es,876,05,IMMC,2,1,0,0,0,1,0,0,0
West Portal Es,876,TOTAL,ALL,2260,160,250,231,173,158,137,137,1014
Wo Es,801,K,GEN,480,35,19,24,18,14,9,12,349
Wo Es,801,K,SA,2,1,0,1,0,0,0,0,0
Wo Es,801,01,GEN,19,2,3,2,0,0,1,0,11
Wo Es,801,02,GEN,4,1,0,0,0,0,0,0,3
Wo Es,801,03,GEN,4,1,0,0,0,0,0,0,3
Wo Es,801,04,GEN,1,0,0,0,0,0,0,0,1
Wo Es,801,05,GEN,2,0,0,0,0,0,0,0,2
Wo Es,801,TOTAL,ALL,512,40,22,27,18,14,10,12,369
Acad Arts & Science,832,09,GEN,400,37,83,57,73,47,26,24,53
Acad Arts & Science,832,10,GEN,9,4,1,2,0,1,0,0,1
Acad Arts & Science,832,11,GEN,1,0,0,1,0,0,0,0,0
Acad Arts & Science,832,12,GEN,1,1,0,0,0,0,0,0,0
Acad Arts & Science,832,TOTAL,ALL,411,42,84,60,73,48,26,24,54
Asawa Sota Hs,815,09,GEN,572,255,150,56,46,24,19,10,12
Asawa Sota Hs,815,09,MM,4,0,0,2,1,0,0,1,0
Asawa Sota Hs,815,10,GEN,12,7,1,1,1,1,1,0,0
Asawa Sota Hs,815,11,GEN,3,3,0,0,0,0,0,0,0
Asawa Sota Hs,815,12,GEN,1,1,0,0,0,0,0,0,0
Asawa Sota Hs,815,13,CA,26,14,8,3,0,0,0,0,1
Asawa Sota Hs,815,TOTAL,ALL,618,280,159,62,48,25,20,11,13
Balboa Hs,439,09,GEN,2131,493,530,472,308,204,85,23,16
Balboa Hs,439,09,MM,16,8,3,2,2,1,0,0,0
Balboa Hs,439,09,MS,8,2,2,3,0,0,1,0,0
Balboa Hs,439,09,NEWX,8,5,1,0,0,1,0,1,0
Balboa Hs,439,10,GEN,26,14,6,4,2,0,0,0,0
Balboa Hs,439,10,MM,1,0,0,1,0,0,0,0,0
Balboa Hs,439,11,GEN,30,15,8,3,3,0,0,1,0
Balboa Hs,439,11,MM,1,0,0,1,0,0,0,0,0
Balboa Hs,439,11,NEWX,3,2,1,0,0,0,0,0,0
Balboa Hs,439,12,GEN,6,3,2,1,0,0,0,0,0
Balboa Hs,439,13,CA,7,2,3,0,0,2,0,0,0
Balboa Hs,439,TOTAL,ALL,2237,544,556,487,315,208,86,25,16
Burton Hs,764,09,GEN,491,61,85,100,71,41,23,39,71
Burton Hs,764,09,MM,13,1,4,4,0,2,2,0,0
Burton Hs,764,09,MS,3,0,0,0,2,1,0,0,0
Burton Hs,764,09,NEWX,2,0,1,0,0,1,0,0,0
Burton Hs,764,10,GEN,8,3,2,2,0,0,1,0,0
Burton Hs,764,10,MM,1,0,1,0,0,0,0,0,0
Burton Hs,764,11,GEN,8,6,2,0,0,0,0,0,0
Burton Hs,764,11,MM,1,0,1,0,0,0,0,0,0
Burton Hs,764,12,GEN,1,0,0,1,0,0,0,0,0
Burton Hs,764,13,CA,3,0,1,1,0,0,0,1,0
Burton Hs,764,TOTAL,ALL,531,71,97,108,73,45,26,40,71
Galileo Hs,559,09,GEN,1767,307,352,347,331,239,118,43,30
Galileo Hs,559,09,ED,2,0,0,2,0,0,0,0,0
Galileo Hs,559,09,IMMC,42,2,4,1,12,5,5,7,6
Galileo Hs,559,09,MM,15,5,2,1,5,1,0,0,1
Galileo Hs,559,09,MS,8,4,2,0,1,1,0,0,0
Galileo Hs,559,09,NEWX,37,11,13,7,5,1,0,0,0
Galileo Hs,559,10,GEN,20,6,8,3,3,0,0,0,0
Galileo Hs,559,10,NEWX,2,1,1,0,0,0,0,0,0
Galileo Hs,559,11,GEN,14,5,5,3,1,0,0,0,0
Galileo Hs,559,11,NEWX,3,2,0,1,0,0,0,0,0
Galileo Hs,559,12,GEN,6,5,1,0,0,0,0,0,0
Galileo Hs,559,13,CA,18,8,3,5,1,1,0,0,0
Galileo Hs,559,TOTAL,ALL,1934,356,391,370,359,248,123,50,37
Int'L Studies Acad,624,09,GEN,100,1,7,21,7,5,11,8,40
Int'L Studies Acad,624,09,MM,1,0,0,0,0,0,0,1,0
Int'L Studies Acad,624,TOTAL,ALL,101,1,7,21,7,5,11,9,40
Jordan Hs,757,09,GEN,279,50,56,46,30,13,12,13,59
Jordan Hs,757,09,MM,12,0,5,0,4,0,0,2,1
Jordan Hs,757,09,MS,3,0,1,0,2,0,0,0,0
Jordan Hs,757,10,GEN,1,0,1,0,0,0,0,0,0
Jordan Hs,757,10,MM,1,0,0,0,1,0,0,0,0
Jordan Hs,757,10,MS,1,1,0,0,0,0,0,0,0
Jordan Hs,757,11,GEN,1,1,0,0,0,0,0,0,0
Jordan Hs,757,11,MM,1,1,0,0,0,0,0,0,0
Jordan Hs,757,TOTAL,ALL,299,53,63,46,37,13,12,15,60
Lincoln Hs,405,09,GEN,3040,753,1161,710,277,107,26,5,1
Lincoln Hs,405,09,ED,3,1,1,0,1,0,0,0,0
Lincoln Hs,405,09,IMMM,113,23,37,29,13,4,5,2,0
Lincoln Hs,405,09,MM,17,7,6,3,0,0,1,0,0
Lincoln Hs,405,09,MS,13,3,7,3,0,0,0,0,0
Lincoln Hs,405,09,NEWC,6,0,1,3,2,0,0,0,0
Lincoln Hs,405,09,NEWX,21,4,6,10,0,0,1,0,0
Lincoln Hs,405,10,GEN,70,49,15,5,1,0,0,0,0
Lincoln Hs,405,10,IMMM,4,4,0,0,0,0,0,0,0
Lincoln Hs,405,10,MM,1,0,0,0,0,1,0,0,0
Lincoln Hs,405,10,NEWX,4,3,1,0,0,0,0,0,0
Lincoln Hs,405,11,GEN,40,24,7,6,1,2,0,0,0
Lincoln Hs,405,11,IMMC,1,0,0,0,1,0,0,0,0
Lincoln Hs,405,11,NEWX,3,0,1,2,0,0,0,0,0
Lincoln Hs,405,12,GEN,4,1,1,2,0,0,0,0,0
Lincoln Hs,405,TOTAL,ALL,3340,872,1244,773,296,114,33,7,1
Lowell Hs,697,09,GEN,1988,1631,218,87,28,10,6,2,6
Lowell Hs,697,09,MM,16,9,3,3,0,1,0,0,0
Lowell Hs,697,09,MS,15,9,5,1,0,0,0,0,0
Lowell Hs,697,10,GEN,2,0,1,1,0,0,0,0,0
Lowell Hs,697,10,MS,1,1,0,0,0,0,0,0,0
Lowell Hs,697,13,CA,15,5,3,6,1,0,0,0,0
Lowell Hs,697,TOTAL,ALL,2037,1655,230,98,29,11,6,2,6
Marshall Hs,853,09,GEN,192,10,22,16,21,21,24,9,69
Marshall Hs,853,09,ED,2,2,0,0,0,0,0,0,0
Marshall Hs,853,09,MM,4,0,1,1,0,1,1,0,0
Marshall Hs,853,09,NEWX,14,2,7,3,0,1,0,0,1
Marshall Hs,853,10,GEN,2,0,1,0,1,0,0,0,0
Marshall Hs,853,11,GEN,1,1,0,0,0,0,0,0,0
Marshall Hs,853,11,NEWX,1,0,0,0,0,0,1,0,0
Marshall Hs,853,12,GEN,1,1,0,0,0,0,0,0,0
Marshall Hs,853,13,CA,9,2,4,1,1,1,0,0,0
Marshall Hs,853,TOTAL,ALL,226,18,35,21,23,24,26,9,70
Mission Hs,725,09,GEN,917,149,164,159,126,128,65,66,60
Mission Hs,725,09,ED,2,0,2,0,0,0,0,0,0
Mission Hs,725,09,MM,14,4,4,3,0,1,1,0,1
Mission Hs,725,09,MS,12,7,1,2,1,1,0,0,0
Mission Hs,725,09,NEWX,23,8,3,3,7,1,0,0,1
Mission Hs,725,10,GEN,15,8,4,1,0,2,0,0,0
