SchoolName,idSchool,Grade,Program,1st Choice,2nd Choice,3rd Choice,4th Choice,5th Choice,6th Choice,7th Choice,8th Choice+,Grand Total
Alamo ES,413,KG,GE,84,94,87,69,64,48,49.0,731.0,1226.0
Alamo ES,413,KG,SA,0,1,0,0,0,0,0.0,0.0,1.0
Alamo ES,413,1,GE,84,7,5,3,1,1,1.0,18.0,120.0
Alamo ES,413,1,SA,1,0,0,0,0,0,0.0,0.0,1.0
Alamo ES,413,2,GE,86,1,1,1,2,1,0.0,11.0,103.0
Alamo ES,413,2,SA,3,0,0,0,0,0,0.0,0.0,3.0
Alamo ES,413,3,GE,88,5,2,4,1,3,1.0,6.0,110.0
Alamo ES,413,3,SA,4,0,0,0,0,0,0.0,0.0,4.0
Alamo ES,413,4,GE,87,2,1,0,0,1,1.0,4.0,96.0
Alamo ES,413,4,SA,1,0,0,0,0,0,0.0,0.0,1.0
Alamo ES,413,5,GE,90,2,0,3,0,0,1.0,3.0,99.0
Alamo ES,413,5,SA,2,0,0,0,0,0,0.0,0.0,2.0
Alvarado ES,420,TK,GE,109,27,36,14,17,8,6.0,4.0,221.0
Alvarado ES,420,KG,GE,59,75,53,56,46,50,50.0,606.0,995.0
Alvarado ES,420,KG,MS,1,1,0,0,0,0,0.0,0.0,2.0
Alvarado ES,420,KG,SE,68,54,52,40,43,29,24.0,342.0,652.0
Alvarado ES,420,KG,SN,47,18,18,10,8,4,2.0,9.0,116.0
Alvarado ES,420,1,GE,42,7,4,6,3,1,2.0,15.0,80.0
Alvarado ES,420,1,MS,4,0,0,0,0,0,0.0,0.0,4.0
Alvarado ES,420,1,SE,24,4,1,1,0,0,1.0,8.0,39.0
Alvarado ES,420,1,SN,32,2,2,0,0,0,0.0,0.0,36.0
Alvarado ES,420,2,GE,46,1,1,2,2,1,3.0,6.0,62.0
Alvarado ES,420,2,MS,2,0,0,0,0,0,0.0,0.0,2.0
Alvarado ES,420,2,SN,44,0,0,0,0,0,0.0,1.0,45.0
Alvarado ES,420,3,GE,44,5,2,2,1,1,1.0,7.0,63.0
Alvarado ES,420,3,MS,0,1,0,0,0,0,0.0,0.0,1.0
Alvarado ES,420,3,SN,46,1,1,0,0,0,0.0,0.0,48.0
Alvarado ES,420,4,GE,41,2,0,1,1,0,1.0,2.0,48.0
Alvarado ES,420,4,MS,2,0,0,0,0,0,0.0,0.0,2.0
Alvarado ES,420,4,SN,44,0,2,1,0,0,0.0,0.0,47.0
Alvarado ES,420,5,GE,43,3,1,0,1,1,0.0,1.0,50.0
Alvarado ES,420,5,MS,2,0,0,0,0,0,0.0,0.0,2.0
Alvarado ES,420,5,SN,42,1,1,0,0,0,0.0,0.0,44.0
Aptos MS,431,6,GE,385,290,214,115,56,30,9.0,11.0,1110.0
Aptos MS,431,6,MM,5,6,2,0,0,0,0.0,0.0,13.0
Aptos MS,431,6,MN,49,6,6,4,2,0,1.0,0.0,68.0
Aptos MS,431,6,SA,2,4,2,0,0,0,0.0,0.0,8.0
Aptos MS,431,7,GE,255,4,6,3,3,1,0.0,1.0,273.0
Aptos MS,431,7,MM,3,0,0,0,0,0,0.0,0.0,3.0
Aptos MS,431,7,MN,49,0,0,0,0,0,0.0,0.0,49.0
Aptos MS,431,7,SA,1,0,0,0,0,0,0.0,0.0,1.0
Aptos MS,431,8,GE,254,4,5,2,2,1,1.0,1.0,270.0
Aptos MS,431,8,MM,12,1,0,0,0,0,0.0,0.0,13.0
Aptos MS,431,8,MN,68,2,0,0,0,0,0.0,0.0,70.0
Aptos MS,431,8,SA,2,0,0,0,0,0,0.0,0.0,2.0
Argonne ES,435,KG,GE,97,85,78,81,72,69,51.0,742.0,1275.0
Argonne ES,435,1,GE,68,1,6,2,4,0,4.0,17.0,102.0
Argonne ES,435,2,GE,83,1,2,1,3,0,3.0,12.0,105.0
Argonne ES,435,3,GE,72,5,4,0,2,3,1.0,8.0,95.0
Argonne ES,435,4,GE,84,4,2,1,1,0,1.0,3.0,96.0
Argonne ES,435,5,GE,63,0,2,0,2,0,1.0,2.0,70.0
Argonne TK,903,TK,GE,66,73,24,13,7,10,8.0,6.0,207.0
Asawa (Ruth) SOTA HS,815,9,GE,113,5,4,5,3,0,1.0,0.0,131.0
Asawa (Ruth) SOTA HS,815,9,MM,0,2,2,0,1,0,0.0,0.0,5.0
Asawa (Ruth) SOTA HS,815,10,GE,217,0,0,0,0,0,0.0,0.0,217.0
Asawa (Ruth) SOTA HS,815,10,MM,2,0,0,0,0,0,0.0,0.0,2.0
Asawa (Ruth) SOTA HS,815,11,GE,204,1,0,0,0,0,0.0,0.0,205.0
Asawa (Ruth) SOTA HS,815,12,GE,157,0,0,0,0,0,0.0,0.0,157.0
Asawa (Ruth) SOTA HS,815,12,MM,4,0,0,0,0,0,0.0,0.0,4.0
Balboa HS,439,9,GE,438,452,373,224,135,32,12.0,6.0,1672.0
Balboa HS,439,9,MM,7,5,5,1,2,1,0.0,0.0,21.0
Balboa HS,439,9,MS,2,1,1,0,0,0,0.0,0.0,4.0
Balboa HS,439,9,NX,15,6,9,1,0,1,0.0,0.0,32.0
Balboa HS,439,10,GE,300,11,6,3,2,0,0.0,1.0,323.0
Balboa HS,439,10,MM,9,1,0,0,0,0,0.0,0.0,10.0
Balboa HS,439,10,MS,4,0,0,0,0,0,0.0,0.0,4.0
Balboa HS,439,10,NX,20,0,0,0,0,0,0.0,0.0,20.0
Balboa HS,439,11,GE,302,3,4,1,1,0,0.0,0.0,311.0
Balboa HS,439,11,MM,6,0,0,0,0,0,0.0,0.0,6.0
Balboa HS,439,11,MS,3,0,0,0,0,0,0.0,0.0,3.0
Balboa HS,439,12,GE,274,2,1,0,0,0,0.0,0.0,277.0
Balboa HS,439,12,MM,5,0,0,0,0,0,0.0,0.0,5.0
Balboa HS,439,12,MS,9,0,0,0,0,0,0.0,0.0,9.0
Balboa HS,439,12,NX,13,0,0,0,0,0,0.0,0.0,13.0
Balboa HS,439,13,CA,3,0,1,0,0,0,0.0,0.0,4.0
Brown Jr. (Willie) MS,858,6,GE,125,73,50,38,20,13,6.0,8.0,333.0
Brown Jr. (Willie) MS,858,7,GE,91,1,1,0,0,0,0.0,0.0,93.0
Brown Jr. (Willie) MS,858,8,GE,70,2,2,2,1,1,0.0,0.0,78.0
Bryant ES,456,KG,GE,3,13,5,13,6,5,2.0,172.0,219.0
Bryant ES,456,KG,SB,27,10,12,13,6,3,1.0,8.0,80.0
Bryant ES,456,1,GE,19,1,0,0,0,0,0.0,3.0,23.0
Bryant ES,456,1,SB,23,0,0,0,0,0,0.0,0.0,23.0
Bryant ES,456,2,GE,17,0,0,0,0,0,0.0,2.0,19.0
Bryant ES,456,2,SB,22,0,0,0,0,0,0.0,0.0,22.0
Bryant ES,456,3,GE,13,0,1,0,0,0,0.0,3.0,17.0
Bryant ES,456,3,SB,22,0,0,0,0,0,0.0,0.0,22.0
Bryant ES,456,4,GE,18,0,0,0,0,0,0.0,0.0,18.0
Bryant ES,456,4,SB,20,0,0,0,0,0,0.0,0.0,20.0
Bryant ES,456,5,GE,19,0,0,0,0,0,0.0,0.0,19.0
Bryant ES,456,5,SB,14,0,0,0,0,0,0.0,0.0,14.0
Buena Vista Horace Mann K-8,618,KG,MM,1,2,1,0,0,0,0.0,0.0,4.0
Buena Vista Horace Mann K-8,618,KG,SE,34,30,29,22,24,12,12.0,316.0,479.0
Buena Vista Horace Mann K-8,618,KG,SN,32,38,25,18,8,2,2.0,21.0,146.0
Buena Vista Horace Mann K-8,618,1,MM,3,0,0,0,0,0,0.0,0.0,3.0
Buena Vista Horace Mann K-8,618,1,SE,26,2,1,1,1,0,0.0,4.0,35.0
Buena Vista Horace Mann K-8,618,1,SN,43,1,1,2,0,0,0.0,0.0,47.0
Buena Vista Horace Mann K-8,618,2,MM,5,0,0,0,0,0,0.0,0.0,5.0
Buena Vista Horace Mann K-8,618,2,SN,69,3,1,0,0,0,0.0,0.0,73.0
Buena Vista Horace Mann K-8,618,3,MM,4,0,0,0,0,0,0.0,0.0,4.0
Buena Vista Horace Mann K-8,618,3,SN,74,5,2,1,0,0,0.0,0.0,82.0
Buena Vista Horace Mann K-8,618,4,MM,3,0,0,0,0,0,0.0,0.0,3.0
Buena Vista Horace Mann K-8,618,4,SN,67,1,3,0,0,0,0.0,0.0,71.0
Buena Vista Horace Mann K-8,618,5,MM,3,0,0,0,0,0,0.0,0.0,3.0
Buena Vista Horace Mann K-8,618,5,SN,71,4,2,0,0,0,0.0,0.0,77.0
Buena Vista Horace Mann K-8,618,6,SN,116,34,29,12,2,2,4.0,3.0,202.0
Buena Vista Horace Mann K-8,618,7,SN,63,1,0,0,0,0,0.0,0.0,64.0
Buena Vista Horace Mann K-8,618,8,SN,64,0,0,0,0,0,0.0,0.0,64.0
Burton (Phillip and Sala) HS,764,9,GE,196,174,132,84,47,33,29.0,19.0,714.0
Burton (Phillip and Sala) HS,764,9,MM,1,2,1,1,0,0,0.0,0.0,5.0
Burton (Phillip and Sala) HS,764,9,MS,2,0,2,0,0,0,0.0,0.0,4.0
Burton (Phillip and Sala) HS,764,10,GE,276,13,1,1,0,0,1.0,1.0,293.0
Burton (Phillip and Sala) HS,764,10,MM,1,0,0,0,0,0,0.0,0.0,1.0
Burton (Phillip and Sala) HS,764,10,MS,4,0,0,0,0,0,0.0,0.0,4.0
Burton (Phillip and Sala) HS,764,11,GE,250,1,1,0,0,1,0.0,0.0,253.0
Burton (Phillip and Sala) HS,764,11,MM,1,0,0,0,0,0,0.0,0.0,1.0
Burton (Phillip and Sala) HS,764,11,MS,1,0,0,0,0,0,0.0,0.0,1.0
Burton (Phillip and Sala) HS,764,12,GE,254,1,0,1,0,0,0.0,0.0,256.0
Burton (Phillip and Sala) HS,764,12,MM,2,0,0,0,0,0,0.0,0.0,2.0
Burton (Phillip and Sala) HS,764,12,MS,3,0,0,0,0,0,0.0,0.0,3.0
Burton (Phillip and Sala) HS,764,13,CA,4,0,0,0,0,0,0.0,0.0,4.0
Carmichael (Bessie) K-8,449,TK,GE,12,9,11,5,7,8,12.0,24.0,88.0
Carmichael (Bessie) K-8,449,KG,FB,8,1,0,1,1,0,0.0,28.0,39.0
Carmichael (Bessie) K-8,449,KG,GE,49,17,10,9,7,5,2.0,194.0,293.0
Carmichael (Bessie) K-8,449,1,FB,17,0,0,0,0,0,0.0,4.0,21.0
Carmichael (Bessie) K-8,449,1,GE,60,1,0,0,0,1,0.0,5.0,67.0
Carmichael (Bessie) K-8,449,2,FB,20,0,0,0,0,0,0.0,0.0,20.0
Carmichael (Bessie) K-8,449,2,GE,58,1,3,0,0,0,0.0,2.0,64.0
Carmichael (Bessie) K-8,449,3,FB,19,0,0,0,0,0,0.0,1.0,20.0
Carmichael (Bessie) K-8,449,3,GE,57,0,3,1,0,0,1.0,3.0,65.0
Carmichael (Bessie) K-8,449,4,FB,16,0,0,0,0,0,0.0,0.0,16.0
Carmichael (Bessie) K-8,449,4,GE,54,0,0,3,0,0,0.0,0.0,57.0
Carmichael (Bessie) K-8,449,5,FB,17,0,0,0,0,0,0.0,0.0,17.0
Carmichael (Bessie) K-8,449,5,GE,46,1,0,1,0,0,0.0,0.0,48.0
Carmichael (Bessie) K-8,449,6,GE,59,13,6,4,2,1,2.0,4.0,91.0
Carmichael (Bessie) K-8,449,7,GE,61,2,0,0,0,0,0.0,0.0,63.0
Carmichael (Bessie) K-8,449,8,GE,64,0,1,0,0,0,0.0,0.0,65.0
Carver (Dr George W) ES,625,KG,GE,15,14,11,10,5,3,3.0,121.0,182.0
Carver (Dr George W) ES,625,1,GE,30,0,1,0,0,1,0.0,2.0,34.0
Carver (Dr George W) ES,625,2,GE,28,2,0,0,0,0,0.0,1.0,31.0
Carver (Dr George W) ES,625,3,GE,21,0,0,0,0,0,0.0,1.0,22.0
Carver (Dr George W) ES,625,4,GE,33,0,0,0,0,0,0.0,0.0,33.0
Carver (Dr George W) ES,625,5,GE,29,1,0,0,0,0,0.0,0.0,30.0
Chavez (Cesar) ES,603,KG,GE,11,12,17,11,2,7,7.0,177.0,244.0
Chavez (Cesar) ES,603,KG,SB,17,15,23,12,7,1,3.0,11.0,89.0
Chavez (Cesar) ES,603,1,DT,3,0,0,0,0,0,0.0,0.0,3.0
Chavez (Cesar) ES,603,1,GE,33,1,1,0,0,4,2.0,2.0,43.0
Chavez (Cesar) ES,603,1,SB,43,1,1,0,1,0,0.0,0.0,46.0
Chavez (Cesar) ES,603,2,DT,3,0,0,0,0,0,0.0,0.0,3.0
Chavez (Cesar) ES,603,2,GE,22,1,0,0,0,0,0.0,2.0,25.0
Chavez (Cesar) ES,603,2,SB,43,0,0,0,0,0,0.0,0.0,43.0
Chavez (Cesar) ES,603,3,DT,4,0,0,0,0,0,0.0,0.0,4.0
Chavez (Cesar) ES,603,3,GE,25,1,0,0,0,1,2.0,3.0,32.0
Chavez (Cesar) ES,603,3,SB,36,0,1,2,0,0,0.0,0.0,39.0
Chavez (Cesar) ES,603,4,DT,5,0,0,0,0,0,0.0,0.0,5.0
Chavez (Cesar) ES,603,4,GE,27,0,0,0,0,0,0.0,1.0,28.0
Chavez (Cesar) ES,603,4,SB,37,0,1,0,0,0,0.0,0.0,38.0
Chavez (Cesar) ES,603,5,GE,28,2,0,0,0,0,0.0,0.0,30.0
Chavez (Cesar) ES,603,5,SB,43,0,0,0,0,0,0.0,0.0,43.0
Chin (John Yehall) ES,872,KG,CB,40,25,28,7,7,4,2.0,15.0,128.0
Chin (John Yehall) ES,872,KG,GE,15,41,18,23,16,18,11.0,378.0,520.0
Chin (John Yehall) ES,872,1,CB,21,1,2,0,1,0,1.0,1.0,27.0
Chin (John Yehall) ES,872,1,GE,21,1,0,0,1,2,1.0,9.0,35.0
Chin (John Yehall) ES,872,2,CB,22,4,3,0,3,1,0.0,0.0,33.0
Chin (John Yehall) ES,872,2,GE,23,2,1,0,1,4,1.0,4.0,36.0
Chin (John Yehall) ES,872,3,GE,45,0,4,0,1,0,0.0,5.0,55.0
Chin (John Yehall) ES,872,4,GE,45,3,1,0,2,0,0.0,2.0,53.0
Chin (John Yehall) ES,872,5,GE,47,1,3,1,1,0,0.0,1.0,54.0
Chinese Education Center ES,476,KG,NC,0,0,0,0,0,0,1.0,0.0,1.0
Chinese Education Center ES,476,1,NC,2,0,1,1,1,1,1.0,1.0,8.0
Chinese Education Center ES,476,2,NC,4,0,0,4,1,2,2.0,6.0,19.0
Chinese Education Center ES,476,3,NC,0,0,0,1,0,5,0.0,4.0,10.0
Chinese Education Center ES,476,4,NC,6,1,0,0,2,4,3.0,1.0,17.0
Chinese Education Center ES,476,5,NC,1,1,0,2,3,6,1.0,4.0,18.0
Chinese Immersion School at DeAvila E5S09 KG CE,42,48,48,27,24,20,16,360,585,,,
Chinese Immersion School at DeAvila E5S09 KG CN,48,18,9,9,13,6,2,28,133,,,
Chinese Immersion School at DeAvila E5S09,1,CE,29,1,6,0,1,1,1,8.0,47.0,
Chinese Immersion School at DeAvila E5S09,1,CN,39,2,2,0,1,0,0,0.0,44.0,
Chinese Immersion School at DeAvila E5S09,2,CN,68,0,0,0,0,0,0,1.0,69.0,
Chinese Immersion School at DeAvila E5S09,3,CN,62,1,0,0,0,0,0,0.0,63.0,
Chinese Immersion School at DeAvila E5S09,4,CN,63,1,1,0,0,0,0,0.0,65.0,
Chinese Immersion School at DeAvila E5S09,5,CN,67,2,1,0,0,0,0,0.0,70.0,
Clarendon ES,478,KG,GE,122,180,180,182,144,131,127.0,564.0,1630.0
Clarendon ES,478,KG,JE,75,68,75,56,50,48,33.0,308.0,713.0
Clarendon ES,478,KG,JN,24,12,0,1,0,0,0.0,4.0,41.0
Clarendon ES,478,KG,MM,5,2,1,1,0,0,0.0,1.0,10.0
Clarendon ES,478,1,GE,56,16,11,16,8,10,4.0,9.0,130.0
Clarendon ES,478,1,JB,49,6,6,3,5,3,2.0,2.0,76.0
Clarendon ES,478,1,MM,4,0,0,0,0,0,0.0,0.0,4.0
Clarendon ES,478,2,GE,54,10,9,6,2,2,2.0,5.0,90.0
Clarendon ES,478,2,JB,45,6,4,2,0,0,0.0,0.0,57.0
Clarendon ES,478,2,MM,6,0,0,0,0,0,0.0,0.0,6.0
Clarendon ES,478,3,GE,50,5,9,8,7,5,3.0,5.0,92.0
Clarendon ES,478,3,JB,48,1,0,1,1,0,0.0,0.0,51.0
Clarendon ES,478,3,MM,2,0,0,0,0,0,0.0,0.0,2.0
Clarendon ES,478,4,GE,48,7,2,5,1,4,1.0,2.0,70.0
Clarendon ES,478,4,JB,44,1,1,0,0,0,0.0,0.0,46.0
Clarendon ES,478,4,MM,4,0,0,0,0,0,0.0,0.0,4.0
Clarendon ES,478,5,GE,49,4,3,3,1,0,0.0,4.0,64.0
Clarendon ES,478,5,JB,47,0,2,0,0,0,0.0,0.0,49.0
Clarendon ES,478,5,MM,6,0,0,0,0,0,0.0,0.0,6.0
Cleveland ES,481,KG,GE,12,20,14,5,6,5,4.0,144.0,210.0
Cleveland ES,481,KG,SB,19,20,7,4,3,1,0.0,0.0,54.0
Cleveland ES,481,1,GE,18,0,1,0,1,0,1.0,2.0,23.0
Cleveland ES,481,1,SB,44,0,1,0,0,0,0.0,0.0,45.0
Cleveland ES,481,2,GE,22,0,1,0,0,0,0.0,2.0,25.0
Cleveland ES,481,2,SB,44,1,0,0,0,0,0.0,0.0,45.0
Cleveland ES,481,3,GE,21,0,0,0,0,0,0.0,2.0,23.0
Cleveland ES,481,3,SB,43,1,0,0,0,0,0.0,0.0,44.0
Cleveland ES,481,4,GE,21,0,0,0,0,0,0.0,0.0,21.0
Cleveland ES,481,4,SB,43,0,0,0,0,0,0.0,0.0,43.0
Cleveland ES,481,5,GE,19,0,0,0,0,0,0.0,0.0,19.0
Cleveland ES,481,5,SB,40,0,0,0,0,0,0.0,0.0,40.0
Cobb (Dr William L) ES,525,TK,GE,12,8,14,16,14,6,5.0,22.0,97.0
Cobb (Dr William L) ES,525,KG,GE,16,12,10,17,9,8,4.0,241.0,317.0
Cobb (Dr William L) ES,525,1,GE,30,1,1,0,0,1,1.0,5.0,39.0
Cobb (Dr William L) ES,525,2,GE,24,0,0,0,0,0,0.0,2.0,26.0
Cobb (Dr William L) ES,525,3,GE,18,0,1,1,0,0,0.0,2.0,22.0
Cobb (Dr William L) ES,525,4,GE,10,1,0,0,0,1,0.0,0.0,12.0
Cobb (Dr William L) ES,525,5,GE,26,0,0,0,0,1,0.0,0.0,27.0
Denman (James) MS,632,6,AF,0,1,2,1,0,0,0.0,0.0,4.0
Denman (James) MS,632,6,ED,1,0,0,2,0,0,0.0,0.0,3.0
Denman (James) MS,632,6,GE,242,103,82,51,26,10,8.0,17.0,539.0
Denman (James) MS,632,6,MM,5,2,0,0,0,0,0.0,0.0,7.0
Denman (James) MS,632,6,MS,1,0,1,0,0,0,0.0,0.0,2.0
Denman (James) MS,632,7,ED,2,0,0,0,0,0,0.0,0.0,2.0
Denman (James) MS,632,7,GE,265,2,2,1,0,1,0.0,1.0,272.0
Denman (James) MS,632,7,MM,7,0,0,0,0,0,0.0,0.0,7.0
Denman (James) MS,632,7,MS,2,0,0,0,0,0,0.0,0.0,2.0
Denman (James) MS,632,8,ED,3,0,0,0,0,0,0.0,0.0,3.0
Denman (James) MS,632,8,GE,296,3,0,0,1,1,0.0,0.0,301.0
Denman (James) MS,632,8,MM,4,0,0,0,0,0,0.0,0.0,4.0
Denman (James) MS,632,8,MS,5,0,0,0,0,0,0.0,0.0,5.0
Drew (Dr Charles) College Preparatory 5A0c7adTeKmy ESGE,10,11,4,3,2,1,2,24,57,,,
Drew (Dr Charles) College Preparatory 5A0c7adKeGmy ESGE,21,10,7,4,5,4,6,133,190,,,
Drew (Dr Charles) College Preparatory 5A0c7ademy E1SGE,37,0,2,0,0,0,0,4,43,,,
Drew (Dr Charles) College Preparatory 5A0c7ademy E2SGE,33,0,1,1,1,0,0,2,38,,,
Drew (Dr Charles) College Preparatory 5A0c7ademy E3SGE,28,0,0,0,0,0,0,1,29,,,
Drew (Dr Charles) College Preparatory 5A0c7ademy E4SGE,33,0,0,0,0,0,0,0,33,,,
Drew (Dr Charles) College Preparatory 5A0c7ademy E5SGE,29,1,0,0,0,0,0,0,30,,,
El Dorado ES,521,KG,GE,13,14,8,5,8,6,3.0,129.0,186.0
El Dorado ES,521,1,GE,31,2,0,0,1,0,0.0,4.0,38.0
El Dorado ES,521,2,GE,36,1,0,0,1,0,0.0,1.0,39.0
El Dorado ES,521,3,GE,28,0,0,0,0,0,0.0,2.0,30.0
El Dorado ES,521,4,GE,28,1,0,0,0,0,0.0,0.0,29.0
El Dorado ES,521,5,GE,34,1,0,0,0,0,0.0,0.0,35.0
Everett MS,529,6,AF,1,2,2,0,0,0,0.0,0.0,5.0
Everett MS,529,6,GE,123,92,77,48,29,22,20.0,29.0,440.0
Everett MS,529,6,MM,2,0,0,0,0,0,0.0,0.0,2.0
Everett MS,529,6,MS,1,0,0,0,0,0,0.0,0.0,1.0
Everett MS,529,6,NX,3,0,0,0,1,0,0.0,0.0,4.0
Everett MS,529,6,SN,50,51,30,18,3,0,2.0,3.0,157.0
Everett MS,529,7,AF,6,0,0,0,0,0,0.0,0.0,6.0
Everett MS,529,7,GE,111,5,3,1,2,1,0.0,1.0,124.0
Everett MS,529,7,MM,4,0,0,0,0,0,0.0,0.0,4.0
Everett MS,529,7,MS,2,0,0,0,0,0,0.0,0.0,2.0
Everett MS,529,7,NX,31,0,0,1,0,0,0.0,0.0,32.0
Everett MS,529,7,SN,78,0,0,0,0,0,0.0,0.0,78.0
Everett MS,529,8,AF,3,0,0,0,0,0,0.0,0.0,3.0
Everett MS,529,8,GE,134,1,1,3,0,2,0.0,2.0,143.0
Everett MS,529,8,MM,4,0,0,1,0,0,0.0,0.0,5.0
Everett MS,529,8,MS,2,0,0,0,0,0,0.0,0.0,2.0
Everett MS,529,8,NX,44,0,0,0,0,0,1.0,0.0,45.0
Everett MS,529,8,SN,70,0,0,0,0,0,0.0,0.0,70.0
Fairmount ES,537,KG,MS,2,1,1,0,0,0,0.0,0.0,4.0
Fairmount ES,537,KG,SE,20,35,36,27,21,20,12.0,311.0,482.0
Fairmount ES,537,KG,SN,30,13,17,12,9,10,5.0,12.0,108.0
Fairmount ES,537,1,SE,25,3,1,1,2,1,1.0,7.0,41.0
Fairmount ES,537,1,SN,34,6,1,0,1,0,0.0,1.0,43.0
Fairmount ES,537,2,SN,65,1,5,0,1,1,0.0,0.0,73.0
Fairmount ES,537,3,SN,62,5,2,1,0,0,0.0,0.0,70.0
Fairmount ES,537,4,MS,2,0,0,0,0,0,0.0,0.0,2.0
Fairmount ES,537,4,SN,64,3,0,0,0,0,0.0,0.0,67.0
Fairmount ES,537,5,MS,3,0,0,0,0,0,0.0,0.0,3.0
Fairmount ES,537,5,SN,58,0,6,0,0,0,0.0,0.0,64.0
Feinstein (Dianne) ES,539,KG,GE,74,48,60,55,61,49,62.0,745.0,1154.0
Feinstein (Dianne) ES,539,1,GE,80,7,5,4,5,4,6.0,16.0,127.0
Feinstein (Dianne) ES,539,2,GE,86,4,2,0,4,0,3.0,8.0,107.0
Feinstein (Dianne) ES,539,3,ED,1,0,0,0,0,0,0.0,0.0,1.0
Feinstein (Dianne) ES,539,3,GE,83,6,3,3,0,0,1.0,10.0,106.0
Feinstein (Dianne) ES,539,4,GE,72,3,3,0,3,0,1.0,1.0,83.0
Feinstein (Dianne) ES,539,5,ED,2,0,0,0,0,0,0.0,0.0,2.0
Feinstein (Dianne) ES,539,5,GE,81,2,1,5,2,0,0.0,1.0,92.0
Flynn (Leonard R) ES,680,TK,GE,23,42,18,10,12,8,3.0,25.0,141.0
Flynn (Leonard R) ES,680,KG,GE,10,22,11,15,8,6,10.0,215.0,297.0
Flynn (Leonard R) ES,680,KG,SE,20,16,13,11,15,11,10.0,164.0,260.0
Flynn (Leonard R) ES,680,KG,SN,12,20,18,10,9,1,3.0,14.0,87.0
Flynn (Leonard R) ES,680,1,GE,23,3,2,0,0,1,2.0,13.0,44.0
Flynn (Leonard R) ES,680,1,SE,18,2,0,1,0,0,1.0,5.0,27.0
Flynn (Leonard R) ES,680,1,SN,22,1,0,0,0,0,0.0,0.0,23.0
Flynn (Leonard R) ES,680,2,ED,1,0,0,0,0,0,0.0,0.0,1.0
Flynn (Leonard R) ES,680,2,GE,33,1,2,0,0,0,0.0,2.0,38.0
Flynn (Leonard R) ES,680,2,SN,39,0,0,0,0,0,0.0,0.0,39.0
Flynn (Leonard R) ES,680,3,ED,1,0,0,0,0,0,0.0,0.0,1.0
Flynn (Leonard R) ES,680,3,GE,29,0,0,1,0,0,0.0,5.0,35.0
Flynn (Leonard R) ES,680,3,SN,36,0,0,0,0,0,0.0,0.0,36.0
Flynn (Leonard R) ES,680,4,ED,1,0,0,0,0,0,0.0,0.0,1.0
Flynn (Leonard R) ES,680,4,GE,28,0,0,0,0,0,0.0,0.0,28.0
Flynn (Leonard R) ES,680,4,SN,31,0,0,0,0,0,0.0,0.0,31.0
Flynn (Leonard R) ES,680,5,ED,3,0,0,0,0,0,0.0,0.0,3.0
Flynn (Leonard R) ES,680,5,GE,31,0,0,0,0,0,0.0,0.0,31.0
Flynn (Leonard R) ES,680,5,SN,29,3,0,0,0,0,0.0,0.0,32.0
Francisco MS,546,6,ED,2,0,1,0,0,0,0.0,0.0,3.0
Francisco MS,546,6,GE,162,91,64,21,18,12,5.0,21.0,394.0
Francisco MS,546,6,MM,0,0,1,1,0,0,0.0,0.0,2.0
Francisco MS,546,6,NX,2,0,1,1,0,0,0.0,0.0,4.0
Francisco MS,546,6,SA,2,2,3,0,0,0,0.0,0.0,7.0
Francisco MS,546,7,ED,1,0,0,0,0,0,0.0,0.0,1.0
Francisco MS,546,7,GE,154,1,0,0,1,0,1.0,1.0,158.0
Francisco MS,546,7,NX,17,0,0,0,0,0,0.0,0.0,17.0
Francisco MS,546,7,SA,1,0,0,0,0,0,0.0,0.0,1.0
Francisco MS,546,8,GE,156,1,0,1,0,0,0.0,0.0,158.0
Francisco MS,546,8,MM,1,0,0,0,0,0,0.0,0.0,1.0
Francisco MS,546,8,NX,43,2,0,0,1,0,0.0,0.0,46.0
Francisco MS,546,8,SA,1,0,0,0,0,0,0.0,0.0,1.0
Galileo HS,559,9,CN,0,8,11,11,8,4,2.0,0.0,44.0
Galileo HS,559,9,ED,2,0,2,0,0,0,0.0,0.0,4.0
Galileo HS,559,9,GE,482,302,422,269,101,33,8.0,7.0,1624.0
Galileo HS,559,9,MM,4,5,3,1,1,0,0.0,0.0,14.0
Galileo HS,559,9,MS,5,5,1,1,0,0,0.0,0.0,12.0
Galileo HS,559,9,NX,14,8,6,1,0,1,0.0,2.0,32.0
Galileo HS,559,10,CN,19,1,1,0,0,0,0.0,0.0,21.0
Galileo HS,559,10,ED,2,0,0,0,0,0,0.0,0.0,2.0
Galileo HS,559,10,GE,402,11,10,2,2,1,0.0,0.0,428.0
Galileo HS,559,10,MM,13,0,1,0,0,0,0.0,0.0,14.0
Galileo HS,559,10,MS,3,0,0,0,0,0,0.0,0.0,3.0
Galileo HS,559,10,NX,18,0,0,0,0,0,0.0,0.0,18.0
Galileo HS,559,11,GE,414,5,3,3,3,0,0.0,0.0,428.0
Galileo HS,559,11,MM,5,0,0,0,0,0,0.0,0.0,5.0
Galileo HS,559,11,MS,7,0,0,0,0,0,0.0,0.0,7.0
Galileo HS,559,11,NX,29,0,0,0,0,0,0.0,0.0,29.0
Galileo HS,559,12,CN,20,0,0,0,0,0,0.0,0.0,20.0
Galileo HS,559,12,GE,368,1,1,0,0,0,0.0,0.0,370.0
Galileo HS,559,12,MM,3,0,0,0,0,0,0.0,0.0,3.0
