School,SchoolCode,Grade,Prg,Total,1st Choice,2nd Choice,3rd Choice,4th Choice,5th Choice,6th Choice,7th Choice,8th Choice+
Starr King Es,838,04,GEN,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Starr King Es,838,05,GEN,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Starr King Es,838,TOTAL,ALL,549,43.0,33.0,15.0,16.0,13.0,16.0,10.0,403.0
Stevenson Es,782,K,GEN,1018,48.0,37.0,54.0,59.0,62.0,46.0,48.0,664.0
Stevenson Es,782,K,MM,7,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Stevenson Es,782,01,GEN,38,4.0,4.0,5.0,3.0,1.0,1.0,2.0,18.0
Stevenson Es,782,02,GEN,28,0.0,4.0,7.0,2.0,2.0,1.0,4.0,8.0
Stevenson Es,782,03,GEN,18,3.0,2.0,2.0,2.0,3.0,1.0,1.0,4.0
Stevenson Es,782,04,GEN,12,5.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0
Stevenson Es,782,05,GEN,18,5.0,4.0,4.0,0.0,1.0,2.0,0.0,2.0
Stevenson Es,782,TOTAL,ALL,1139,67.0,57.0,72.0,66.0,69.0,52.0,55.0,701.0
Stevenson Tk,882,TK,MM,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stevenson Tk,882,TK,MM,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stevenson Tk,882,TOTAL,ALL,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stockton Tk,874,TK,GEN,76,18.0,12.0,6.0,3.0,7.0,7.0,10.0,13.0
Stockton Tk,874,TOTAL,ALL,76,18.0,12.0,6.0,3.0,7.0,7.0,10.0,13.0
Sunnyside Es,842,K,GEN,879,103.0,72.0,70.0,52.0,52.0,35.0,36.0,459.0
Sunnyside Es,842,K,MS,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sunnyside Es,842,01,GEN,35,4.0,2.0,2.0,5.0,3.0,1.0,1.0,17.0
Sunnyside Es,842,02,GEN,30,8.0,1.0,3.0,2.0,2.0,3.0,1.0,10.0
Sunnyside Es,842,03,GEN,9,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0
Sunnyside Es,842,04,GEN,11,3.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0
Sunnyside Es,842,TOTAL,ALL,965,119.0,76.0,75.0,61.0,58.0,40.0,40.0,496.0
Sunnyside Es,842,555,Franklin,100,94102.0,,,,,,,
Sunset Es,750,K,GEN,1276,135.0,135.0,96.0,83.0,65.0,75.0,59.0,628.0
Sunset Es,750,K,SA,6,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
Sunset Es,750,01,GEN,54,11.0,7.0,3.0,5.0,4.0,1.0,5.0,18.0
Sunset Es,750,02,GEN,41,11.0,8.0,3.0,3.0,1.0,1.0,1.0,13.0
Sunset Es,750,03,GEN,25,6.0,3.0,8.0,1.0,0.0,1.0,1.0,5.0
Sunset Es,750,04,GEN,19,5.0,3.0,0.0,2.0,0.0,1.0,3.0,5.0
Sunset Es,750,05,GEN,18,4.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0
Sunset Es,750,TOTAL,ALL,1439,172.0,164.0,112.0,96.0,73.0,80.0,71.0,671.0
Sutro Es,848,K,GEN,750,13.0,29.0,27.0,23.0,31.0,24.0,25.0,578.0
Sutro Es,848,K,CHN,60,21.0,4.0,6.0,5.0,5.0,0.0,2.0,17.0
Sutro Es,848,01,GEN,16,0.0,0.0,2.0,0.0,2.0,1.0,0.0,11.0
Sutro Es,848,01,CHN,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sutro Es,848,02,GEN,12,0.0,0.0,0.0,1.0,2.0,1.0,1.0,7.0
Sutro Es,848,03,GEN,7,0.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0
Sutro Es,848,03,CHN,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sutro Es,848,04,GEN,10,1.0,2.0,0.0,0.0,2.0,0.0,1.0,4.0
Sutro Es,848,04,CHN,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sutro Es,848,05,GEN,6,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0
Sutro Es,848,05,CHN,3,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
Sutro Es,848,TOTAL,ALL,868,38.0,38.0,37.0,32.0,44.0,28.0,29.0,622.0
Taylor Es,513,K,GEN,418,43.0,47.0,13.0,23.0,7.0,12.0,9.0,264.0
Taylor Es,513,K,CHN,104,41.0,10.0,18.0,10.0,7.0,6.0,2.0,10.0
Taylor Es,513,K,SPN,47,24.0,5.0,8.0,2.0,1.0,1.0,0.0,6.0
Taylor Es,513,01,GEN,14,4.0,1.0,0.0,1.0,0.0,0.0,2.0,6.0
Taylor Es,513,01,CHN,7,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Taylor Es,513,01,SPN,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taylor Es,513,02,GEN,9,1.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0
Taylor Es,513,02,CHN,4,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Taylor Es,513,02,SPN,3,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Taylor Es,513,03,GEN,5,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
Taylor Es,513,03,CHN,5,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
Taylor Es,513,03,SPN,5,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
Taylor Es,513,04,GEN,7,2.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0
Taylor Es,513,04,CHN,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Taylor Es,513,05,GEN,3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Taylor Es,513,05,CHN,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Taylor Es,513,05,SPN,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Taylor Es,513,TOTAL,ALL,637,127.0,75.0,50.0,42.0,16.0,19.0,13.0,295.0
Taylor Es,513,555,Franklin,100,94102.0,,,,,,,
Tenderloin Es,859,K,GEN,141,32.0,13.0,5.0,4.0,0.0,3.0,1.0,83.0
Tenderloin Es,859,01,GEN,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Tenderloin Es,859,02,GEN,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Tenderloin Es,859,03,GEN,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Tenderloin Es,859,05,GEN,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Tenderloin Es,859,TOTAL,ALL,148,34.0,14.0,5.0,4.0,0.0,3.0,1.0,87.0
Tule Elk Park Tk,860,TK,GEN,152,39.0,33.0,25.0,16.0,14.0,11.0,5.0,9.0
Tule Elk Park Tk,860,TK,MS,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tule Elk Park Tk,860,TOTAL,ALL,156,43.0,33.0,25.0,16.0,14.0,11.0,5.0,9.0
Ulloa Es,862,K,GEN,975,36.0,66.0,49.0,64.0,68.0,49.0,30.0,613.0
Ulloa Es,862,K,CHN,210,50.0,23.0,37.0,33.0,18.0,15.0,12.0,22.0
Ulloa Es,862,01,GEN,45,1.0,8.0,2.0,6.0,8.0,4.0,1.0,15.0
Ulloa Es,862,01,CHN,20,6.0,4.0,5.0,2.0,2.0,1.0,0.0,0.0
Ulloa Es,862,02,GEN,21,1.0,3.0,3.0,1.0,1.0,0.0,0.0,12.0
Ulloa Es,862,02,CHN,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Ulloa Es,862,03,GEN,15,2.0,2.0,2.0,1.0,0.0,2.0,2.0,4.0
Ulloa Es,862,03,CHN,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ulloa Es,862,04,GEN,10,0.0,1.0,0.0,0.0,1.0,3.0,0.0,5.0
Ulloa Es,862,04,CHN,2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Ulloa Es,862,05,GEN,9,1.0,3.0,0.0,2.0,0.0,0.0,0.0,3.0
Ulloa Es,862,05,CHN,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Ulloa Es,862,TOTAL,ALL,1316,103.0,110.0,99.0,109.0,100.0,74.0,46.0,675.0
Visitacion Valley Es,867,K,GEN,148,15.0,11.0,9.0,5.0,3.0,4.0,0.0,101.0
Visitacion Valley Es,867,K,CHN,26,8.0,2.0,2.0,3.0,5.0,0.0,1.0,5.0
Visitacion Valley Es,867,01,GEN,6,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
Visitacion Valley Es,867,01,CHN,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Visitacion Valley Es,867,02,GEN,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Visitacion Valley Es,867,02,CHN,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Visitacion Valley Es,867,03,GEN,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Visitacion Valley Es,867,03,CHN,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Visitacion Valley Es,867,04,GEN,3,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
Visitacion Valley Es,867,04,CHN,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Visitacion Valley Es,867,05,GEN,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Visitacion Valley Es,867,05,CHN,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Visitacion Valley Es,867,TOTAL,ALL,196,31.0,19.0,11.0,9.0,10.0,4.0,2.0,110.0
Visitacion Valley Es,867,555,Franklin,100,94102.0,,,,,,,
Webster Es,497,K,GEN,262,21.0,28.0,11.0,7.0,12.0,7.0,6.0,170.0
Webster Es,497,K,IMMS,308,48.0,34.0,7.0,14.0,12.0,14.0,9.0,170.0
Webster Es,497,01,GEN,11,0.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0
Webster Es,497,01,IMMS,11,1.0,0.0,1.0,2.0,2.0,0.0,0.0,5.0
Webster Es,497,02,GEN,10,2.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0
Webster Es,497,02,IMMS,5,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
Webster Es,497,03,GEN,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
Webster Es,497,03,IMMS,8,0.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0
Webster Es,497,04,GEN,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
Webster Es,497,04,IMMS,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Webster Es,497,05,GEN,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Webster Es,497,05,IMMS,6,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0
Webster Es,497,TOTAL,ALL,632,77.0,72.0,25.0,28.0,31.0,21.0,16.0,362.0
West Portal Es,876,K,GEN,1381,77.0,101.0,118.0,99.0,111.0,104.0,91.0,680.0
West Portal Es,876,K,IMMC,687,68.0,95.0,80.0,41.0,31.0,36.0,38.0,298.0
West Portal Es,876,01,GEN,89,6.0,6.0,18.0,10.0,5.0,10.0,3.0,31.0
West Portal Es,876,01,IMMC,46,6.0,12.0,5.0,3.0,2.0,4.0,2.0,12.0
West Portal Es,876,02,GEN,36,1.0,7.0,8.0,3.0,4.0,2.0,0.0,11.0
West Portal Es,876,02,IMMC,6,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
West Portal Es,876,03,GEN,23,2.0,4.0,3.0,3.0,1.0,1.0,1.0,8.0
West Portal Es,876,03,IMMC,4,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
West Portal Es,876,04,GEN,24,2.0,2.0,6.0,1.0,0.0,4.0,3.0,6.0
West Portal Es,876,04,IMMC,4,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
West Portal Es,876,05,GEN,7,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0
West Portal Es,876,TOTAL,ALL,2307,166.0,234.0,244.0,160.0,154.0,161.0,139.0,1049.0
Wo Es,801,K,GEN,528,31.0,21.0,28.0,26.0,18.0,12.0,11.0,381.0
Wo Es,801,K,SA,4,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Wo Es,801,01,GEN,12,2.0,2.0,1.0,3.0,1.0,0.0,0.0,3.0
Wo Es,801,02,GEN,7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Wo Es,801,03,GEN,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0
Wo Es,801,04,GEN,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
Wo Es,801,05,GEN,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Wo Es,801,TOTAL,ALL,562,37.0,24.0,29.0,30.0,19.0,13.0,12.0,398.0
Wo Es,801,555,Franklin,100,94102.0,,,,,,,
Asawa Sota Hs,815,09,GEN,472,231.0,100.0,50.0,34.0,29.0,13.0,9.0,6.0
Asawa Sota Hs,815,09,MM,9,3.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0
Asawa Sota Hs,815,10,GEN,8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Asawa Sota Hs,815,11,GEN,11,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Asawa Sota Hs,815,13,CA,16,8.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0
Asawa Sota Hs,815,TOTAL,ALL,516,260.0,108.0,54.0,37.0,29.0,13.0,9.0,6.0
Balboa Hs,439,09,GEN,1716,459.0,394.0,351.0,276.0,148.0,61.0,19.0,8.0
Balboa Hs,439,09,MM,24,8.0,4.0,5.0,5.0,1.0,1.0,0.0,0.0
Balboa Hs,439,09,MS,10,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
Balboa Hs,439,09,NEWX,30,11.0,10.0,3.0,2.0,2.0,0.0,0.0,2.0
Balboa Hs,439,10,GEN,32,16.0,7.0,5.0,3.0,1.0,0.0,0.0,0.0
Balboa Hs,439,10,MS,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Balboa Hs,439,10,NEWX,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Balboa Hs,439,11,GEN,13,4.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0
Balboa Hs,439,11,NEWX,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Balboa Hs,439,12,GEN,7,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Balboa Hs,439,13,CA,7,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Balboa Hs,439,TOTAL,ALL,1843,518.0,424.0,370.0,287.0,153.0,62.0,19.0,10.0
Burton Hs,764,09,GEN,524,112.0,124.0,113.0,58.0,29.0,32.0,20.0,36.0
Burton Hs,764,09,MM,14,2.0,4.0,1.0,2.0,3.0,1.0,1.0,0.0
Burton Hs,764,09,MS,4,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Burton Hs,764,10,GEN,3,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
Burton Hs,764,11,GEN,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Burton Hs,764,12,GEN,4,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
Burton Hs,764,13,CA,6,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Burton Hs,764,TOTAL,ALL,556,120.0,134.0,119.0,60.0,32.0,34.0,21.0,36.0
Galileo Hs,559,09,GEN,1465,386.0,243.0,302.0,270.0,159.0,61.0,24.0,20.0
Galileo Hs,559,09,IMMC,57,4.0,8.0,10.0,8.0,10.0,7.0,6.0,4.0
Galileo Hs,559,09,MM,27,7.0,6.0,8.0,1.0,4.0,1.0,0.0,0.0
Galileo Hs,559,09,MS,4,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Galileo Hs,559,09,NEWX,26,7.0,6.0,6.0,5.0,0.0,1.0,0.0,1.0
Galileo Hs,559,10,GEN,19,7.0,3.0,2.0,4.0,2.0,0.0,1.0,0.0
Galileo Hs,559,10,IMMC,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Galileo Hs,559,10,MS,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Galileo Hs,559,11,GEN,10,3.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0
Galileo Hs,559,11,MM,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Galileo Hs,559,12,GEN,5,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0
Galileo Hs,559,13,CA,12,8.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
Galileo Hs,559,TOTAL,ALL,1628,427.0,273.0,331.0,291.0,175.0,74.0,31.0,26.0
Galileo Hs,559,555,Franklin,100,94102.0,,,,,,,
Jordan Hs,757,09,GEN,260,42.0,54.0,63.0,36.0,13.0,11.0,12.0,29.0
Jordan Hs,757,09,MM,6,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
Jordan Hs,757,09,MS,7,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0
Jordan Hs,757,TOTAL,ALL,273,47.0,58.0,64.0,37.0,14.0,11.0,12.0,30.0
Lincoln Hs,405,09,GEN,2523,806.0,957.0,523.0,165.0,50.0,16.0,1.0,5.0
Lincoln Hs,405,09,IMMM,120,24.0,47.0,20.0,11.0,10.0,6.0,2.0,0.0
Lincoln Hs,405,09,MM,40,14.0,8.0,10.0,8.0,0.0,0.0,0.0,0.0
Lincoln Hs,405,09,MS,17,6.0,4.0,6.0,0.0,1.0,0.0,0.0,0.0
Lincoln Hs,405,09,NEWC,4,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Lincoln Hs,405,09,NEWX,32,11.0,7.0,7.0,5.0,1.0,1.0,0.0,0.0
Lincoln Hs,405,10,GEN,84,61.0,14.0,6.0,2.0,1.0,0.0,0.0,0.0
Lincoln Hs,405,10,IMMM,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Lincoln Hs,405,10,NEWC,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Lincoln Hs,405,10,NEWX,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Lincoln Hs,405,11,GEN,32,24.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0
Lincoln Hs,405,12,GEN,14,8.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
Lincoln Hs,405,TOTAL,ALL,2870,956.0,1048.0,577.0,194.0,64.0,23.0,3.0,5.0
Lowell Hs,697,09,GEN,0,,,,,,,,
Lowell Hs,697,09,MM,14,7.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0
Lowell Hs,697,09,MS,17,10.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0
Lowell Hs,697,10,GEN,0,0.0,0.0,0.0,0.0,0.0,0.0,,
Lowell Hs,697,10,MS,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Lowell Hs,697,13,CA,15,8.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0
Lowell Hs,697,TOTAL,ALL,1948,1560.0,255.0,90.0,23.0,15.0,3.0,2.0,0.0
Marshall Hs,853,09,GEN,136,19.0,27.0,22.0,9.0,14.0,6.0,6.0,33.0
Marshall Hs,853,09,ED,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marshall Hs,853,09,MM,8,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0
Marshall Hs,853,09,NEWX,5,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0
Marshall Hs,853,10,GEN,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Marshall Hs,853,10,NEWX,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marshall Hs,853,11,GEN,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Marshall Hs,853,13,CA,7,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0
Marshall Hs,853,TOTAL,ALL,162,25.0,33.0,30.0,13.0,15.0,6.0,7.0,33.0
Marshall Hs,853,555,Franklin,100,94102.0,,,,,,,
Mission Hs,725,09,GEN,761,130.0,129.0,153.0,129.0,100.0,55.0,38.0,27.0
Mission Hs,725,09,ED,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Mission Hs,725,09,MM,29,7.0,11.0,7.0,1.0,2.0,1.0,0.0,0.0
Mission Hs,725,09,MS,19,6.0,5.0,6.0,2.0,0.0,0.0,0.0,0.0
Mission Hs,725,09,NEWX,18,5.0,5.0,4.0,1.0,2.0,1.0,0.0,0.0
Mission Hs,725,10,GEN,5,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
Mission Hs,725,10,MS,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Mission Hs,725,11,GEN,11,6.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0
Mission Hs,725,11,NEWX,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Mission Hs,725,12,GEN,5,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0
Mission Hs,725,12,NEWX,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mission Hs,725,13,CA,13,1.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0
Mission Hs,725,TOTAL,ALL,866,159.0,168.0,178.0,134.0,105.0,57.0,38.0,27.0
O'Connell Hs,651,09,GEN,231,24.0,44.0,34.0,36.0,27.0,19.0,8.0,39.0
O'Connell Hs,651,09,IMMS,21,3.0,2.0,1.0,6.0,3.0,2.0,0.0,4.0
O'Connell Hs,651,09,MM,15,7.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0
O'Connell Hs,651,10,GEN,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
O'Connell Hs,651,11,GEN,3,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
O'Connell Hs,651,12,GEN,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
O'Connell Hs,651,13,CA,3,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
O'Connell Hs,651,TOTAL,ALL,275,37.0,49.0,37.0,44.0,33.0,21.0,10.0,44.0
S F International Hs,621,09,GEN,55,5.0,6.0,8.0,9.0,9.0,6.0,1.0,11.0
S F International Hs,621,09,NEWC,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
S F International Hs,621,09,NEWS,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S F International Hs,621,09,NEWX,7,2.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0
S F International Hs,621,11,NEWX,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S F International Hs,621,TOTAL,ALL,67,11.0,7.0,12.0,9.0,9.0,6.0,2.0,11.0
The Academy Sf,832,09,GEN,232,21.0,37.0,38.0,41.0,33.0,21.0,20.0,21.0
The Academy Sf,832,10,GEN,6,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
The Academy Sf,832,11,GEN,6,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
The Academy Sf,832,12,GEN,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
The Academy Sf,832,TOTAL,ALL,246,25.0,40.0,41.0,44.0,34.0,21.0,20.0,21.0
The Academy Sf,832,555,Franklin,100,94102.0,,,,,,,
Wallenberg Hs,785,09,GEN,896,88.0,163.0,202.0,199.0,130.0,55.0,37.0,22.0
Wallenberg Hs,785,09,MM,24,4.0,6.0,8.0,3.0,1.0,1.0,1.0,0.0
Wallenberg Hs,785,10,GEN,16,1.0,6.0,6.0,1.0,2.0,0.0,0.0,0.0
Wallenberg Hs,785,11,GEN,9,1.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0
Wallenberg Hs,785,12,GEN,4,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0
Wallenberg Hs,785,13,CA,8,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
Wallenberg Hs,785,TOTAL,ALL,957,99.0,179.0,222.0,206.0,134.0,56.0,39.0,22.0
Washington Hs,571,09,GEN,2067,375.0,625.0,620.0,271.0,108.0,39.0,13.0,16.0
Washington Hs,571,09,ED,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington Hs,571,09,MM,35,11.0,14.0,5.0,2.0,2.0,0.0,0.0,1.0
Washington Hs,571,09,MS,18,4.0,8.0,3.0,2.0,0.0,1.0,0.0,0.0
Washington Hs,571,09,NEWX,27,8.0,7.0,3.0,5.0,4.0,0.0,0.0,0.0
Washington Hs,571,10,GEN,47,20.0,20.0,4.0,2.0,1.0,0.0,0.0,0.0
Washington Hs,571,10,ED,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington Hs,571,10,NEWX,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Washington Hs,571,11,GEN,18,3.0,7.0,4.0,2.0,2.0,0.0,0.0,0.0
Washington Hs,571,11,MS,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington Hs,571,12,GEN,7,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
Washington Hs,571,TOTAL,ALL,2223,427.0,683.0,640.0,286.0,117.0,40.0,13.0,17.0
Washington Hs,571,555,Franklin,100,94102.0,,,,,,,
Aptos Ms,431,06,GEN,1083,376.0,316.0,172.0,96.0,52.0,35.0,13.0,23.0
Aptos Ms,431,06,IMMM,59,42.0,8.0,3.0,2.0,2.0,0.0,0.0,2.0
Aptos Ms,431,06,MM,14,7.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0
Aptos Ms,431,06,SA,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Aptos Ms,431,07,GEN,24,6.0,3.0,4.0,6.0,2.0,2.0,0.0,1.0
Aptos Ms,431,07,IMMM,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Aptos Ms,431,07,SA,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aptos Ms,431,08,GEN,16,2.0,5.0,2.0,4.0,1.0,1.0,1.0,0.0
Aptos Ms,431,08,IMMM,3,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Aptos Ms,431,08,MM,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Aptos Ms,431,TOTAL,ALL,1206,437.0,339.0,187.0,108.0,57.0,38.0,14.0,26.0
Brown Jr Ms,858,06,GEN,116,37.0,29.0,22.0,10.0,7.0,3.0,1.0,7.0
Brown Jr Ms,858,07,GEN,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Brown Jr Ms,858,08,GEN,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brown Jr Ms,858,TOTAL,ALL,118,38.0,29.0,23.0,10.0,7.0,3.0,1.0,7.0
Buena Vista/Mann K-8,618,K,IMMS,575,99.0,57.0,60.0,26.0,20.0,20.0,15.0,278.0
Buena Vista/Mann K-8,618,K,MM,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buena Vista/Mann K-8,618,01,IMMS,35,11.0,6.0,1.0,4.0,2.0,0.0,0.0,11.0
Buena Vista/Mann K-8,618,02,IMMS,13,9.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
