idSchool,SchoolName,Grade,Program Code,Program Name,Total Requests,1st Choice,2nd Choice,3rd Choice,4th Choice,5th Choice,6th Choice,7th Choice,8th Choice,9th Choice,10th+
507,Drew (Dr Charles) College Preparatory Academy ES,2,GE,GE: General Education,4,0,0,3,0,1,0,0,0,0,0
507,Drew (Dr Charles) College Preparatory Academy ES,3,GE,GE: General Education,2,1,0,1,0,0,0,0,0,0,0
507,Drew (Dr Charles) College Preparatory Academy ES,4,GE,GE: General Education,6,3,1,1,1,0,0,0,0,0,0
507,Drew (Dr Charles) College Preparatory Academy ES,5,GE,GE: General Education,1,0,1,0,0,0,0,0,0,0,0
521,El Dorado ES,TK,AF,AF: SDC - Mild/Mod Autism Focus,4,2,0,2,0,0,0,0,0,0,0
521,El Dorado ES,K,AF,AF: SDC - Mild/Mod Autism Focus,5,0,1,2,0,0,0,1,0,0,1
521,El Dorado ES,1,AF,AF: SDC - Mild/Mod Autism Focus,0,0,0,0,0,0,0,0,0,0,0
521,El Dorado ES,2,AF,AF: SDC - Mild/Mod Autism Focus,0,0,0,0,0,0,0,0,0,0,0
521,El Dorado ES,3,AF,AF: SDC - Mild/Mod Autism Focus,0,0,0,0,0,0,0,0,0,0,0
521,El Dorado ES,4,AF,AF: SDC - Mild/Mod Autism Focus,0,0,0,0,0,0,0,0,0,0,0
521,El Dorado ES,5,AF,AF: SDC - Mild/Mod Autism Focus,0,0,0,0,0,0,0,0,0,0,0
521,El Dorado ES,3,ED,ED: SDC - SOAR,0,0,0,0,0,0,0,0,0,0,0
521,El Dorado ES,4,ED,ED: SDC - SOAR,0,0,0,0,0,0,0,0,0,0,0
521,El Dorado ES,5,ED,ED: SDC - SOAR,0,0,0,0,0,0,0,0,0,0,0
521,El Dorado ES,TK,GE,GE: General Education,34,6,6,7,4,3,0,1,2,2,3
521,El Dorado ES,K,GE,GE: General Education,41,11,9,9,2,2,0,0,0,1,7
521,El Dorado ES,1,GE,GE: General Education,1,1,0,0,0,0,0,0,0,0,0
521,El Dorado ES,2,GE,GE: General Education,0,0,0,0,0,0,0,0,0,0,0
521,El Dorado ES,3,GE,GE: General Education,1,0,0,1,0,0,0,0,0,0,0
521,El Dorado ES,4,GE,GE: General Education,2,0,1,1,0,0,0,0,0,0,0
521,El Dorado ES,5,GE,GE: General Education,0,0,0,0,0,0,0,0,0,0,0
521,El Dorado ES,PK,MS,MS: SDC - Extensive Services,0,0,0,0,0,0,0,0,0,0,0
529,Everett MS,6,AF,AF: SDC - Mild/Mod Autism Focus,5,0,1,0,3,1,0,0,0,0,0
529,Everett MS,7,AF,AF: SDC - Mild/Mod Autism Focus,0,0,0,0,0,0,0,0,0,0,0
529,Everett MS,8,AF,AF: SDC - Mild/Mod Autism Focus,0,0,0,0,0,0,0,0,0,0,0
529,Everett MS,6,GE,GE: General Education,262,55,51,43,43,34,14,9,3,4,6
529,Everett MS,7,GE,GE: General Education,3,1,0,1,0,0,0,0,0,0,1
529,Everett MS,8,GE,GE: General Education,6,3,1,0,0,2,0,0,0,0,0
529,Everett MS,6,MM,MM: SDC - Mild to Moderate,8,1,2,2,0,3,0,0,0,0,0
529,Everett MS,7,MM,MM: SDC - Mild to Moderate,0,0,0,0,0,0,0,0,0,0,0
529,Everett MS,8,MM,MM: SDC - Mild to Moderate,1,0,0,0,1,0,0,0,0,0,0
529,Everett MS,6,MS,MS: SDC - Extensive Services,0,0,0,0,0,0,0,0,0,0,0
529,Everett MS,7,MS,MS: SDC - Extensive Services,0,0,0,0,0,0,0,0,0,0,0
529,Everett MS,8,MS,MS: SDC - Extensive Services,0,0,0,0,0,0,0,0,0,0,0
529,Everett MS,6,NX,NX: Newcomer Program,12,6,1,3,0,2,0,0,0,0,0
529,Everett MS,7,NX,NX: Newcomer Program,0,0,0,0,0,0,0,0,0,0,0
529,Everett MS,8,NX,NX: Newcomer Program,0,0,0,0,0,0,0,0,0,0,0
529,Everett MS,6,SN,SN: Spanish Immersion (Spanish Speakers),102,26,20,31,15,7,2,0,1,0,0
529,Everett MS,7,SN,SN: Spanish Immersion (Spanish Speakers),0,0,0,0,0,0,0,0,0,0,0
529,Everett MS,8,SN,SN: Spanish Immersion (Spanish Speakers),2,0,0,2,0,0,0,0,0,0,0
539,Feinstein (Dianne) ES,K,ED,ED: SDC - SOAR,0,0,0,0,0,0,0,0,0,0,0
539,Feinstein (Dianne) ES,1,ED,ED: SDC - SOAR,0,0,0,0,0,0,0,0,0,0,0
539,Feinstein (Dianne) ES,2,ED,ED: SDC - SOAR,0,0,0,0,0,0,0,0,0,0,0
539,Feinstein (Dianne) ES,3,ED,ED: SDC - SOAR,0,0,0,0,0,0,0,0,0,0,0
539,Feinstein (Dianne) ES,4,ED,ED: SDC - SOAR,0,0,0,0,0,0,0,0,0,0,0
539,Feinstein (Dianne) ES,5,ED,ED: SDC - SOAR,0,0,0,0,0,0,0,0,0,0,0
539,Feinstein (Dianne) ES,TK,GE,GE: General Education,262,27,42,49,43,44,16,15,9,2,15
539,Feinstein (Dianne) ES,K,GE,GE: General Education,390,40,31,38,48,37,33,20,20,19,104
539,Feinstein (Dianne) ES,1,GE,GE: General Education,12,2,1,2,2,0,1,1,1,0,2
539,Feinstein (Dianne) ES,2,GE,GE: General Education,13,3,3,1,2,0,0,1,0,0,3
539,Feinstein (Dianne) ES,3,GE,GE: General Education,8,1,0,0,2,1,2,0,0,0,2
539,Feinstein (Dianne) ES,4,GE,GE: General Education,15,3,3,1,0,3,1,2,0,1,1
539,Feinstein (Dianne) ES,5,GE,GE: General Education,3,0,0,2,0,0,0,0,0,0,1
539,Feinstein (Dianne) ES,K,SA,SA: SDC - Extensive Services Autism Focus,0,0,0,0,0,0,0,0,0,0,0
539,Feinstein (Dianne) ES,1,SA,SA: SDC - Extensive Services Autism Focus,0,0,0,0,0,0,0,0,0,0,0
539,Feinstein (Dianne) ES,2,SA,SA: SDC - Extensive Services Autism Focus,0,0,0,0,0,0,0,0,0,0,0
680,Flynn (Leonard R) ES,K,ED,ED: SDC - SOAR,0,0,0,0,0,0,0,0,0,0,0
680,Flynn (Leonard R) ES,1,ED,ED: SDC - SOAR,0,0,0,0,0,0,0,0,0,0,0
680,Flynn (Leonard R) ES,2,ED,ED: SDC - SOAR,0,0,0,0,0,0,0,0,0,0,0
680,Flynn (Leonard R) ES,3,ED,ED: SDC - SOAR,0,0,0,0,0,0,0,0,0,0,0
680,Flynn (Leonard R) ES,4,ED,ED: SDC - SOAR,0,0,0,0,0,0,0,0,0,0,0
680,Flynn (Leonard R) ES,5,ED,ED: SDC - SOAR,0,0,0,0,0,0,0,0,0,0,0
680,Flynn (Leonard R) ES,TK,GE,GE: General Education,115,19,19,22,23,14,4,1,2,2,9
680,Flynn (Leonard R) ES,K,GE,GE: General Education,119,15,25,15,11,16,7,4,3,5,18
680,Flynn (Leonard R) ES,1,GE,GE: General Education,2,1,1,0,0,0,0,0,0,0,0
680,Flynn (Leonard R) ES,2,GE,GE: General Education,3,0,1,1,0,0,0,0,0,1,0
680,Flynn (Leonard R) ES,3,GE,GE: General Education,2,0,0,1,1,0,0,0,0,0,0
680,Flynn (Leonard R) ES,4,GE,GE: General Education,2,0,1,0,1,0,0,0,0,0,0
680,Flynn (Leonard R) ES,5,GE,GE: General Education,1,1,0,0,0,0,0,0,0,0,0
680,Flynn (Leonard R) ES,K,SE,SE: Spanish Immersion (Non-Native),120,28,16,17,17,14,4,7,1,0,16
680,Flynn (Leonard R) ES,1,SE,SE: Spanish Immersion (Non-Native),2,0,2,0,0,0,0,0,0,0,0
680,Flynn (Leonard R) ES,K,SN,SN: Spanish Immersion (Spanish Speakers),71,10,13,19,7,9,5,3,3,0,2
680,Flynn (Leonard R) ES,1,SN,SN: Spanish Immersion (Spanish Speakers),4,0,0,1,2,1,0,0,0,0,0
680,Flynn (Leonard R) ES,2,SN,SN: Spanish Immersion (Spanish Speakers),1,1,0,0,0,0,0,0,0,0,0
680,Flynn (Leonard R) ES,3,SN,SN: Spanish Immersion (Spanish Speakers),1,0,0,0,0,0,1,0,0,0,0
680,Flynn (Leonard R) ES,4,SN,SN: Spanish Immersion (Spanish Speakers),0,0,0,0,0,0,0,0,0,0,0
680,Flynn (Leonard R) ES,5,SN,SN: Spanish Immersion (Spanish Speakers),0,0,0,0,0,0,0,0,0,0,0
546,Francisco MS,6,ED,ED: SDC - SOAR,1,1,0,0,0,0,0,0,0,0,0
546,Francisco MS,7,ED,ED: SDC - SOAR,0,0,0,0,0,0,0,0,0,0,0
546,Francisco MS,8,ED,ED: SDC - SOAR,0,0,0,0,0,0,0,0,0,0,0
546,Francisco MS,6,GE,GE: General Education,326,103,66,58,32,33,9,11,1,4,9
546,Francisco MS,7,GE,GE: General Education,10,2,1,1,2,1,1,0,0,2,0
546,Francisco MS,8,GE,GE: General Education,2,0,1,0,1,0,0,0,0,0,0
546,Francisco MS,6,MM,MM: SDC - Mild to Moderate,4,0,1,1,1,1,0,0,0,0,0
546,Francisco MS,7,MM,MM: SDC - Mild to Moderate,0,0,0,0,0,0,0,0,0,0,0
546,Francisco MS,8,MM,MM: SDC - Mild to Moderate,0,0,0,0,0,0,0,0,0,0,0
546,Francisco MS,6,NX,NX: Newcomer Program,11,4,2,1,3,0,0,0,0,0,1
546,Francisco MS,7,NX,NX: Newcomer Program,0,0,0,0,0,0,0,0,0,0,0
546,Francisco MS,8,NX,NX: Newcomer Program,1,0,0,0,1,0,0,0,0,0,0
546,Francisco MS,6,SA,SA: SDC - Extensive Services Autism Focus,3,1,0,2,0,0,0,0,0,0,0
546,Francisco MS,7,SA,SA: SDC - Extensive Services Autism Focus,0,0,0,0,0,0,0,0,0,0,0
546,Francisco MS,8,SA,SA: SDC - Extensive Services Autism Focus,0,0,0,0,0,0,0,0,0,0,0
559,Galileo HS,9,AF,AF: SDC - Mild/Mod Autism Focus,0,0,0,0,0,0,0,0,0,0,0
559,Galileo HS,13,CA,SDC Transition Program (CAT),5,1,1,1,1,1,0,0,0,0,0
559,Galileo HS,9,ED,ED: SDC - SOAR,4,1,1,1,1,0,0,0,0,0,0
559,Galileo HS,10,ED,ED: SDC - SOAR,0,0,0,0,0,0,0,0,0,0,0
559,Galileo HS,11,ED,ED: SDC - SOAR,0,0,0,0,0,0,0,0,0,0,0
559,Galileo HS,12,ED,ED: SDC - SOAR,0,0,0,0,0,0,0,0,0,0,0
559,Galileo HS,9,GE,GE: General Education,"1,346",250,229,309,297,190,47,17,5,1,1
559,Galileo HS,10,GE,GE: General Education,23,7,8,2,4,2,0,0,0,0,0
559,Galileo HS,11,GE,GE: General Education,22,7,4,6,1,4,0,0,0,0,0
559,Galileo HS,12,GE,GE: General Education,13,3,2,4,2,2,0,0,0,0,0
559,Galileo HS,9,MM,MM: SDC - Mild to Moderate,17,5,1,3,4,3,1,0,0,0,0
559,Galileo HS,10,MM,MM: SDC - Mild to Moderate,1,0,0,0,1,0,0,0,0,0,0
559,Galileo HS,11,MM,MM: SDC - Mild to Moderate,0,0,0,0,0,0,0,0,0,0,0
559,Galileo HS,12,MM,MM: SDC - Mild to Moderate,0,0,0,0,0,0,0,0,0,0,0
559,Galileo HS,9,MS,MS: SDC - Extensive Services,3,0,0,2,1,0,0,0,0,0,0
559,Galileo HS,10,MS,MS: SDC - Extensive Services,0,0,0,0,0,0,0,0,0,0,0
559,Galileo HS,11,MS,MS: SDC - Extensive Services,0,0,0,0,0,0,0,0,0,0,0
559,Galileo HS,12,MS,MS: SDC - Extensive Services,0,0,0,0,0,0,0,0,0,0,0
559,Galileo HS,8,NX,NX: Newcomer Program,0,0,0,0,0,0,0,0,0,0,0
559,Galileo HS,9,NX,NX: Newcomer Program,43,16,15,2,5,2,2,0,0,0,1
559,Galileo HS,10,NX,NX: Newcomer Program,1,0,0,1,0,0,0,0,0,0,0
559,Galileo HS,11,NX,NX: Newcomer Program,0,0,0,0,0,0,0,0,0,0,0
559,Galileo HS,12,NX,NX: Newcomer Program,0,0,0,0,0,0,0,0,0,0,0
562,Garfield ES,K,AF,AF: SDC - Mild/Mod Autism Focus,12,3,2,1,1,2,1,1,0,0,1
562,Garfield ES,1,AF,AF: SDC - Mild/Mod Autism Focus,0,0,0,0,0,0,0,0,0,0,0
562,Garfield ES,2,AF,AF: SDC - Mild/Mod Autism Focus,0,0,0,0,0,0,0,0,0,0,0
562,Garfield ES,3,AF,AF: SDC - Mild/Mod Autism Focus,0,0,0,0,0,0,0,0,0,0,0
562,Garfield ES,4,AF,AF: SDC - Mild/Mod Autism Focus,0,0,0,0,0,0,0,0,0,0,0
562,Garfield ES,5,AF,AF: SDC - Mild/Mod Autism Focus,0,0,0,0,0,0,0,0,0,0,0
562,Garfield ES,K,CE,CE: Cantonese Immersion (All English),53,9,3,8,7,6,5,3,0,2,10
562,Garfield ES,1,CE,CE: Cantonese Immersion (All English),0,0,0,0,0,0,0,0,0,0,0
562,Garfield ES,K,CN,CN: Cantonese Immersion (Cantonese Speakers),22,1,2,2,7,2,3,1,0,0,4
562,Garfield ES,1,CN,CN: Cantonese Immersion (Cantonese Speakers),0,0,0,0,0,0,0,0,0,0,0
562,Garfield ES,2,CN,CN: Cantonese Immersion (Cantonese Speakers),3,0,3,0,0,0,0,0,0,0,0
562,Garfield ES,3,CN,CN: Cantonese Immersion (Cantonese Speakers),0,0,0,0,0,0,0,0,0,0,0
562,Garfield ES,4,CN,CN: Cantonese Immersion (Cantonese Speakers),1,0,1,0,0,0,0,0,0,0,0
562,Garfield ES,5,CN,CN: Cantonese Immersion (Cantonese Speakers),1,0,1,0,0,0,0,0,0,0,0
562,Garfield ES,K,GE,GE: General Education,87,8,16,17,16,8,1,7,2,1,11
562,Garfield ES,1,GE,GE: General Education,5,0,2,0,1,2,0,0,0,0,0
562,Garfield ES,2,GE,GE: General Education,2,0,0,0,2,0,0,0,0,0,0
562,Garfield ES,3,GE,GE: General Education,3,0,0,0,2,0,0,0,0,0,1
562,Garfield ES,4,GE,GE: General Education,1,0,0,0,0,1,0,0,0,0,0
562,Garfield ES,5,GE,GE: General Education,0,0,0,0,0,0,0,0,0,0,0
404,Giannini (A.P.) MS,6,AF,AF: SDC - Mild/Mod Autism Focus,20,8,5,4,1,1,1,0,0,0,0
404,Giannini (A.P.) MS,7,AF,AF: SDC - Mild/Mod Autism Focus,0,0,0,0,0,0,0,0,0,0,0
404,Giannini (A.P.) MS,8,AF,AF: SDC - Mild/Mod Autism Focus,0,0,0,0,0,0,0,0,0,0,0
404,Giannini (A.P.) MS,6,GE,GE: General Education,"1,511",632,326,276,151,89,21,8,4,3,1
404,Giannini (A.P.) MS,7,GE,GE: General Education,57,36,7,8,3,3,0,0,0,0,0
404,Giannini (A.P.) MS,8,GE,GE: General Education,33,15,7,6,3,2,0,0,0,0,0
404,Giannini (A.P.) MS,6,MM,MM: SDC - Mild to Moderate,17,7,2,4,2,2,0,0,0,0,0
404,Giannini (A.P.) MS,7,MM,MM: SDC - Mild to Moderate,0,0,0,0,0,0,0,0,0,0,0
404,Giannini (A.P.) MS,8,MM,MM: SDC - Mild to Moderate,1,1,0,0,0,0,0,0,0,0,0
404,Giannini (A.P.) MS,6,MS,MS: SDC - Extensive Services,6,4,2,0,0,0,0,0,0,0,0
404,Giannini (A.P.) MS,7,MS,MS: SDC - Extensive Services,0,0,0,0,0,0,0,0,0,0,0
404,Giannini (A.P.) MS,8,MS,MS: SDC - Extensive Services,0,0,0,0,0,0,0,0,0,0,0
404,Giannini (A.P.) MS,6,SA,SA: SDC - Extensive Services Autism Focus,6,2,3,0,1,0,0,0,0,0,0
404,Giannini (A.P.) MS,7,SA,SA: SDC - Extensive Services Autism Focus,0,0,0,0,0,0,0,0,0,0,0
404,Giannini (A.P.) MS,8,SA,SA: SDC - Extensive Services Autism Focus,0,0,0,0,0,0,0,0,0,0,0
575,Glen Park ES,K,GE,GE: General Education,291,24,27,40,32,43,15,18,13,17,62
575,Glen Park ES,1,GE,GE: General Education,6,0,1,1,1,3,0,0,0,0,0
575,Glen Park ES,2,GE,GE: General Education,10,1,2,3,0,0,1,0,2,1,0
575,Glen Park ES,3,GE,GE: General Education,9,4,1,3,1,0,0,0,0,0,0
575,Glen Park ES,4,GE,GE: General Education,4,1,1,1,0,1,0,0,0,0,0
575,Glen Park ES,5,GE,GE: General Education,6,1,1,1,0,2,0,0,1,0,0
575,Glen Park ES,K,SA,SA: SDC - Extensive Services Autism Focus,6,2,1,1,1,0,1,0,0,0,0
575,Glen Park ES,1,SA,SA: SDC - Extensive Services Autism Focus,1,1,0,0,0,0,0,0,0,0,0
575,Glen Park ES,2,SA,SA: SDC - Extensive Services Autism Focus,0,0,0,0,0,0,0,0,0,0,0
575,Glen Park ES,3,SA,SA: SDC - Extensive Services Autism Focus,0,0,0,0,0,0,0,0,0,0,0
575,Glen Park ES,4,SA,SA: SDC - Extensive Services Autism Focus,0,0,0,0,0,0,0,0,0,0,0
575,Glen Park ES,5,SA,SA: SDC - Extensive Services Autism Focus,0,0,0,0,0,0,0,0,0,0,0
575,Glen Park ES,K,SB,SB: Spanish Biliteracy,35,4,6,9,10,4,1,1,0,0,0
575,Glen Park ES,1,SB,SB: Spanish Biliteracy,1,0,0,0,0,1,0,0,0,0,0
575,Glen Park ES,2,SB,SB: Spanish Biliteracy,1,0,1,0,0,0,0,0,0,0,0
575,Glen Park ES,3,SB,SB: Spanish Biliteracy,4,1,1,1,1,0,0,0,0,0,0
575,Glen Park ES,4,SB,SB: Spanish Biliteracy,0,0,0,0,0,0,0,0,0,0,0
575,Glen Park ES,5,SB,SB: Spanish Biliteracy,0,0,0,0,0,0,0,0,0,0,0
589,Grattan ES,K,GE,GE: General Education,477,70,49,43,51,49,31,33,28,20,103
589,Grattan ES,1,GE,GE: General Education,21,2,5,4,4,2,1,2,0,0,1
589,Grattan ES,2,GE,GE: General Education,22,0,7,3,2,5,4,1,0,0,0
589,Grattan ES,3,GE,GE: General Education,24,2,4,2,5,2,4,1,1,1,2
589,Grattan ES,4,GE,GE: General Education,12,2,1,4,1,2,0,0,1,0,1
589,Grattan ES,5,GE,GE: General Education,11,3,1,4,2,1,0,0,0,0,0
589,Grattan ES,TK,SA,SA: SDC - Extensive Services Autism Focus,0,0,0,0,0,0,0,0,0,0,0
589,Grattan ES,K,SA,SA: SDC - Extensive Services Autism Focus,7,2,2,1,1,1,0,0,0,0,0
589,Grattan ES,1,SA,SA: SDC - Extensive Services Autism Focus,0,0,0,0,0,0,0,0,0,0,0
589,Grattan ES,2,SA,SA: SDC - Extensive Services Autism Focus,0,0,0,0,0,0,0,0,0,0,0
589,Grattan ES,3,SA,SA: SDC - Extensive Services Autism Focus,0,0,0,0,0,0,0,0,0,0,0
589,Grattan ES,4,SA,SA: SDC - Extensive Services Autism Focus,0,0,0,0,0,0,0,0,0,0,0
589,Grattan ES,5,SA,SA: SDC - Extensive Services Autism Focus,0,0,0,0,0,0,0,0,0,0,0
593,Guadalupe ES,TK,GE,GE: General Education,51,12,9,5,13,5,0,0,3,1,3
593,Guadalupe ES,K,GE,GE: General Education,68,21,12,10,6,3,5,0,1,2,8
593,Guadalupe ES,1,GE,GE: General Education,0,0,0,0,0,0,0,0,0,0,0
593,Guadalupe ES,2,GE,GE: General Education,1,0,0,1,0,0,0,0,0,0,0
593,Guadalupe ES,3,GE,GE: General Education,1,0,0,0,0,1,0,0,0,0,0
593,Guadalupe ES,4,GE,GE: General Education,1,0,0,1,0,0,0,0,0,0,0
593,Guadalupe ES,5,GE,GE: General Education,0,0,0,0,0,0,0,0,0,0,0
593,Guadalupe ES,K,SB,SB: Spanish Biliteracy,36,11,11,8,4,1,0,1,0,0,0
593,Guadalupe ES,1,SB,SB: Spanish Biliteracy,0,0,0,0,0,0,0,0,0,0,0
593,Guadalupe ES,2,SB,SB: Spanish Biliteracy,0,0,0,0,0,0,0,0,0,0,0
593,Guadalupe ES,3,SB,SB: Spanish Biliteracy,1,0,0,1,0,0,0,0,0,0,0
453,Harte (Bret) ES,TK,GE,GE: General Education,23,10,4,1,3,2,0,0,2,0,1
453,Harte (Bret) ES,K,GE,GE: General Education,30,9,8,3,4,2,0,0,0,1,3
453,Harte (Bret) ES,1,GE,GE: General Education,3,3,0,0,0,0,0,0,0,0,0
453,Harte (Bret) ES,2,GE,GE: General Education,2,2,0,0,0,0,0,0,0,0,0
453,Harte (Bret) ES,3,GE,GE: General Education,1,1,0,0,0,0,0,0,0,0,0
453,Harte (Bret) ES,4,GE,GE: General Education,3,1,1,0,1,0,0,0,0,0,0
453,Harte (Bret) ES,5,GE,GE: General Education,0,0,0,0,0,0,0,0,0,0,0
453,Harte (Bret) ES,K,SE,SE: Spanish Immersion (Non-Native),29,7,3,6,2,3,1,0,1,1,5
453,Harte (Bret) ES,1,SE,SE: Spanish Immersion (Non-Native),1,0,0,1,0,0,0,0,0,0,0
453,Harte (Bret) ES,K,SN,SN: Spanish Immersion (Spanish Speakers),14,8,1,2,0,0,0,0,0,1,2
453,Harte (Bret) ES,1,SN,SN: Spanish Immersion (Spanish Speakers),1,0,1,0,0,0,0,0,0,0,0
453,Harte (Bret) ES,2,SN,SN: Spanish Immersion (Spanish Speakers),0,0,0,0,0,0,0,0,0,0,0
453,Harte (Bret) ES,3,SN,SN: Spanish Immersion (Spanish Speakers),1,0,0,1,0,0,0,0,0,0,0
453,Harte (Bret) ES,4,SN,SN: Spanish Immersion (Spanish Speakers),0,0,0,0,0,0,0,0,0,0,0
453,Harte (Bret) ES,5,SN,SN: Spanish Immersion (Spanish Speakers),0,0,0,0,0,0,0,0,0,0,0
614,Hillcrest ES,K,CB,CB: Cantonese Biliteracy,0,0,0,0,0,0,0,0,0,0,0
614,Hillcrest ES,1,CB,CB: Cantonese Biliteracy,0,0,0,0,0,0,0,0,0,0,0
614,Hillcrest ES,2,CB,CB: Cantonese Biliteracy,0,0,0,0,0,0,0,0,0,0,0
614,Hillcrest ES,3,CB,CB: Cantonese Biliteracy,0,0,0,0,0,0,0,0,0,0,0
614,Hillcrest ES,TK,GE,GE: General Education,68,14,11,14,7,9,1,1,2,2,7
614,Hillcrest ES,K,GE,GE: General Education,72,14,13,12,9,5,2,1,3,2,11
614,Hillcrest ES,1,GE,GE: General Education,2,1,1,0,0,0,0,0,0,0,0
614,Hillcrest ES,2,GE,GE: General Education,3,0,0,0,2,1,0,0,0,0,0
614,Hillcrest ES,3,GE,GE: General Education,1,0,0,1,0,0,0,0,0,0,0
614,Hillcrest ES,4,GE,GE: General Education,1,1,0,0,0,0,0,0,0,0,0
614,Hillcrest ES,5,GE,GE: General Education,0,0,0,0,0,0,0,0,0,0,0
614,Hillcrest ES,TK,MM,MM: SDC - Mild to Moderate,1,0,1,0,0,0,0,0,0,0,0
614,Hillcrest ES,K,MM,MM: SDC - Mild to Moderate,14,1,2,6,2,2,0,0,0,1,0
614,Hillcrest ES,1,MM,MM: SDC - Mild to Moderate,0,0,0,0,0,0,0,0,0,0,0
614,Hillcrest ES,2,MM,MM: SDC - Mild to Moderate,0,0,0,0,0,0,0,0,0,0,0
614,Hillcrest ES,3,MM,MM: SDC - Mild to Moderate,0,0,0,0,0,0,0,0,0,0,0
614,Hillcrest ES,4,MM,MM: SDC - Mild to Moderate,0,0,0,0,0,0,0,0,0,0,0
614,Hillcrest ES,5,MM,MM: SDC - Mild to Moderate,0,0,0,0,0,0,0,0,0,0,0
614,Hillcrest ES,K,SB,SB: Spanish Biliteracy,39,10,10,11,3,1,2,0,1,0,1
614,Hillcrest ES,1,SB,SB: Spanish Biliteracy,2,2,0,0,0,0,0,0,0,0,0
614,Hillcrest ES,2,SB,SB: Spanish Biliteracy,0,0,0,0,0,0,0,0,0,0,0
614,Hillcrest ES,3,SB,SB: Spanish Biliteracy,0,0,0,0,0,0,0,0,0,0,0
614,Hillcrest ES,4,SB,SB: Spanish Biliteracy,0,0,0,0,0,0,0,0,0,0,0
614,Hillcrest ES,5,SB,SB: Spanish Biliteracy,0,0,0,0,0,0,0,0,0,0,0
607,Hoover (Herbert) MS,6,AF,AF: SDC - Mild/Mod Autism Focus,0,0,0,0,0,0,0,0,0,0,0
607,Hoover (Herbert) MS,7,AF,AF: SDC - Mild/Mod Autism Focus,0,0,0,0,0,0,0,0,0,0,0
607,Hoover (Herbert) MS,8,AF,AF: SDC - Mild/Mod Autism Focus,0,0,0,0,0,0,0,0,0,0,0
607,Hoover (Herbert) MS,6,CN,CN: Cantonese Immersion (Cantonese Speakers),112,52,17,15,11,8,4,3,2,0,0
607,Hoover (Herbert) MS,7,CN,CN: Cantonese Immersion (Cantonese Speakers),0,0,0,0,0,0,0,0,0,0,0
607,Hoover (Herbert) MS,8,CN,CN: Cantonese Immersion (Cantonese Speakers),0,0,0,0,0,0,0,0,0,0,0
607,Hoover (Herbert) MS,6,ED,ED: SDC - SOAR,0,0,0,0,0,0,0,0,0,0,0
607,Hoover (Herbert) MS,7,ED,ED: SDC - SOAR,0,0,0,0,0,0,0,0,0,0,0
607,Hoover (Herbert) MS,8,ED,ED: SDC - SOAR,0,0,0,0,0,0,0,0,0,0,0
607,Hoover (Herbert) MS,6,GE,GE: General Education,"1,147",205,258,251,216,123,49,21,12,3,9
607,Hoover (Herbert) MS,7,GE,GE: General Education,26,4,6,5,5,3,2,1,0,0,0
607,Hoover (Herbert) MS,8,GE,GE: General Education,12,0,3,3,4,1,1,0,0,0,0
607,Hoover (Herbert) MS,6,MM,MM: SDC - Mild to Moderate,11,1,2,2,5,1,0,0,0,0,0
607,Hoover (Herbert) MS,7,MM,MM: SDC - Mild to Moderate,1,0,0,0,0,1,0,0,0,0,0
607,Hoover (Herbert) MS,8,MM,MM: SDC - Mild to Moderate,1,0,0,0,0,1,0,0,0,0,0
607,Hoover (Herbert) MS,6,SN,SN: Spanish Immersion (Spanish Speakers),175,83,36,30,12,9,2,1,1,0,1
607,Hoover (Herbert) MS,7,SN,SN: Spanish Immersion (Spanish Speakers),0,0,0,0,0,0,0,0,0,0,0
607,Hoover (Herbert) MS,8,SN,SN: Spanish Immersion (Spanish Speakers),0,0,0,0,0,0,0,0,0,0,0
537,Huerta (Dolores) ES,TK,MS,MS: SDC - Extensive Services,7,5,2,0,0,0,0,0,0,0,0
537,Huerta (Dolores) ES,K,MS,MS: SDC - Extensive Services,4,0,2,1,1,0,0,0,0,0,0
537,Huerta (Dolores) ES,1,MS,MS: SDC - Extensive Services,0,0,0,0,0,0,0,0,0,0,0
537,Huerta (Dolores) ES,2,MS,MS: SDC - Extensive Services,0,0,0,0,0,0,0,0,0,0,0
537,Huerta (Dolores) ES,3,MS,MS: SDC - Extensive Services,0,0,0,0,0,0,0,0,0,0,0
537,Huerta (Dolores) ES,4,MS,MS: SDC - Extensive Services,0,0,0,0,0,0,0,0,0,0,0
537,Huerta (Dolores) ES,5,MS,MS: SDC - Extensive Services,0,0,0,0,0,0,0,0,0,0,0
537,Huerta (Dolores) ES,TK,SE,SE: Spanish Immersion (Non-Native),143,49,29,18,16,10,5,3,2,2,9
537,Huerta (Dolores) ES,K,SE,SE: Spanish Immersion (Non-Native),190,51,32,25,23,12,7,6,11,8,15
537,Huerta (Dolores) ES,1,SE,SE: Spanish Immersion (Non-Native),10,6,1,0,2,0,0,0,0,0,1
537,Huerta (Dolores) ES,TK,SN,SN: Spanish Immersion (Spanish Speakers),26,14,11,1,0,0,0,0,0,0,0
537,Huerta (Dolores) ES,K,SN,SN: Spanish Immersion (Spanish Speakers),119,47,24,15,11,9,3,0,2,2,6
537,Huerta (Dolores) ES,1,SN,SN: Spanish Immersion (Spanish Speakers),5,3,0,1,0,1,0,0,0,0,0
537,Huerta (Dolores) ES,2,SN,SN: Spanish Immersion (Spanish Speakers),9,2,2,2,3,0,0,0,0,0,0
