School,SchoolCode,Grade,Prg,Total,1st Choice,2nd Choice,3rd Choice,4th Choice,5th Choice,6th Choice,7th Choice,8th Choice+
Serra Annex Tk,879,K,GEN,105,47,30,10,10,4,1,3,0
Serra Es,656,K,GEN,68,8,10,6,1,3,1,3,36
Serra Es,656,K,SPN,40,15,7,4,7,3,1,2,1
Serra Es,656,01,GEN,2,1,0,0,0,0,0,0,1
Serra Es,656,01,SPN,1,0,0,0,0,1,0,0,0
Serra Es,656,02,GEN,2,1,0,0,1,0,0,0,0
Serra Es,656,02,SPN,2,0,1,0,0,1,0,0,0
Serra Es,656,03,GEN,3,1,1,0,1,0,0,0,0
Serra Es,656,03,SPN,2,0,0,1,0,1,0,0,0
Serra Es,656,05,GEN,1,0,0,0,1,0,0,0,0
Sheridan Es,820,K,GEN,52,21,4,2,1,2,1,1,20
Sheridan Es,820,01,GEN,2,1,0,0,0,0,0,0,1
Sheridan Es,820,04,GEN,2,1,0,0,0,0,0,1,0
Sheridan Es,820,05,GEN,1,0,0,0,0,0,1,0,0
Sherman Es,823,K,GEN,611,104,82,58,51,41,43,31,201
Sherman Es,823,K,MM,11,5,2,4,0,0,0,0,0
Sherman Es,823,01,GEN,31,8,5,3,5,1,1,3,5
Sherman Es,823,02,GEN,12,4,1,0,2,3,0,0,2
Sherman Es,823,03,GEN,5,2,0,1,1,1,0,0,0
Sherman Es,823,04,GEN,15,4,1,2,2,2,0,1,3
Sherman Es,823,05,GEN,3,0,2,0,0,1,0,0,0
Sloat Es,488,K,GEN,590,71,46,59,49,36,41,40,248
Sloat Es,488,01,GEN,30,2,2,3,2,6,0,2,13
Sloat Es,488,02,GEN,15,5,1,1,0,2,1,1,4
Sloat Es,488,03,GEN,13,8,1,2,0,0,0,1,1
Sloat Es,488,04,GEN,4,1,0,0,0,0,0,1,2
Sloat Es,488,05,GEN,7,2,0,1,0,1,1,1,1
Spring Valley Es,834,K,GEN,139,9,15,15,15,13,8,12,52
Spring Valley Es,834,K,CHN,52,11,4,8,6,6,1,5,11
Spring Valley Es,834,K,SPN,27,20,2,3,1,1,0,0,0
Spring Valley Es,834,01,GEN,2,0,0,0,0,0,0,0,2
Spring Valley Es,834,01,CHN,2,0,1,0,1,0,0,0,0
Spring Valley Es,834,01,SPN,1,0,0,0,0,1,0,0,0
Spring Valley Es,834,02,GEN,5,0,3,0,1,1,0,0,0
Spring Valley Es,834,02,CHN,3,2,1,0,0,0,0,0,0
Spring Valley Es,834,03,GEN,2,0,1,0,0,0,0,0,1
Spring Valley Es,834,03,CHN,2,1,0,0,0,0,0,0,1
Spring Valley Es,834,04,GEN,9,2,2,1,3,0,0,1,0
Spring Valley Es,834,05,GEN,4,1,1,0,1,0,0,1,0
Starr King Es,838,K,GEN,63,5,4,6,9,4,3,1,31
Starr King Es,838,K,IMMM,179,41,24,5,15,13,7,9,65
Starr King Es,838,01,GEN,1,0,0,0,0,0,0,0,1
Starr King Es,838,01,IMMM,8,3,1,1,0,0,1,1,1
Starr King Es,838,02,IMMM,1,1,0,0,0,0,0,0,0
Starr King Es,838,03,GEN,1,1,0,0,0,0,0,0,0
Starr King Es,838,03,IMMM,1,0,1,0,0,0,0,0,0
Stevenson Es,782,K,GEN,498,40,31,58,61,51,44,36,177
Stevenson Es,782,K,MM,4,0,2,1,0,0,1,0,0
Stevenson Es,782,01,GEN,33,2,3,10,4,3,1,4,6
Stevenson Es,782,02,GEN,21,1,5,2,3,4,0,4,2
Stevenson Es,782,03,GEN,11,0,2,3,3,0,2,0,1
Stevenson Es,782,04,GEN,14,2,4,0,2,0,2,2,2
Stevenson Es,782,05,GEN,8,4,2,0,1,0,1,0,0
Stockton Tk,874,K,GEN,79,35,13,18,3,4,4,2,0
Sunnyside Es,842,K,GEN,335,29,28,24,34,34,21,23,142
Sunnyside Es,842,K,MS,2,2,0,0,0,0,0,0,0
Sunnyside Es,842,01,GEN,14,0,0,1,3,3,1,1,5
Sunnyside Es,842,02,GEN,1,0,1,0,0,0,0,0,0
Sunnyside Es,842,03,GEN,3,0,0,1,0,0,0,1,1
Sunnyside Es,842,03,MS,1,0,0,0,0,0,1,0,0
Sunnyside Es,842,04,GEN,4,1,0,0,1,0,1,0,1
Sunnyside Es,842,05,GEN,1,0,0,0,0,1,0,0,0
Sunset Es,750,K,GEN,760,117,86,85,79,74,55,44,220
Sunset Es,750,K,SA,3,2,1,0,0,0,0,0,0
Sunset Es,750,01,GEN,47,15,8,5,5,2,4,1,7
Sunset Es,750,01,SA,1,1,0,0,0,0,0,0,0
Sunset Es,750,02,GEN,37,12,3,8,3,2,1,2,6
Sunset Es,750,03,GEN,19,5,5,3,0,1,2,2,1
Sunset Es,750,03,SA,1,0,0,1,0,0,0,0,0
Sunset Es,750,04,GEN,21,7,1,1,3,3,1,0,5
Sunset Es,750,04,SA,1,1,0,0,0,0,0,0,0
Sunset Es,750,05,GEN,11,3,1,5,2,0,0,0,0
Sutro Es,848,K,GEN,268,11,23,27,20,24,13,17,133
Sutro Es,848,K,CHN,56,14,9,7,9,1,5,2,9
Sutro Es,848,01,GEN,9,2,1,0,0,0,0,0,6
Sutro Es,848,01,CHN,3,3,0,0,0,0,0,0,0
Sutro Es,848,02,GEN,5,3,1,0,0,0,0,0,1
Sutro Es,848,03,GEN,3,0,0,2,0,0,0,1,0
Sutro Es,848,04,GEN,3,1,0,0,0,0,0,1,1
Sutro Es,848,04,CHN,2,1,1,0,0,0,0,0,0
Sutro Es,848,05,GEN,1,0,0,0,1,0,0,0,0
Taylor Es,513,K,GEN,251,54,67,17,23,12,10,5,63
Taylor Es,513,K,CHN,120,56,13,19,4,11,2,8,7
Taylor Es,513,K,SPN,55,20,16,7,6,2,1,1,2
Taylor Es,513,01,GEN,14,9,2,0,1,0,0,0,2
Taylor Es,513,01,CHN,10,7,1,1,0,0,0,0,1
Taylor Es,513,01,SPN,2,1,0,0,0,1,0,0,0
Taylor Es,513,02,GEN,19,12,4,2,1,0,0,0,0
Taylor Es,513,02,CHN,9,4,3,1,0,1,0,0,0
Taylor Es,513,02,SPN,2,1,1,0,0,0,0,0,0
Taylor Es,513,03,GEN,14,9,5,0,0,0,0,0,0
Taylor Es,513,03,CHN,10,6,3,0,1,0,0,0,0
Taylor Es,513,03,ED,1,1,0,0,0,0,0,0,0
Taylor Es,513,03,SPN,1,1,0,0,0,0,0,0,0
Taylor Es,513,04,GEN,12,7,3,1,0,0,1,0,0
Taylor Es,513,04,SPN,1,1,0,0,0,0,0,0,0
Taylor Es,513,05,GEN,9,4,0,3,1,1,0,0,0
Tenderloin Es,859,K,GEN,86,40,14,10,6,1,2,0,13
Tenderloin Es,859,01,GEN,1,0,0,0,1,0,0,0,0
Tenderloin Es,859,02,GEN,1,1,0,0,0,0,0,0,0
Tenderloin Es,859,03,GEN,1,1,0,0,0,0,0,0,0
Tenderloin Es,859,04,GEN,2,2,0,0,0,0,0,0,0
Tenderloin Es,859,05,GEN,3,3,0,0,0,0,0,0,0
Tule Elk Park Tk,860,K,GEN,93,34,27,15,9,8,0,0,0
Ulloa Es,862,K,GEN,611,59,71,73,66,55,56,48,183
Ulloa Es,862,K,CHN,178,49,26,23,27,14,12,8,19
Ulloa Es,862,01,GEN,40,5,8,3,5,7,4,3,5
Ulloa Es,862,01,CHN,17,9,1,4,0,1,1,0,1
Ulloa Es,862,02,GEN,22,5,4,2,0,3,4,3,1
Ulloa Es,862,02,CHN,8,3,0,0,2,2,0,1,0
Ulloa Es,862,03,GEN,9,2,4,1,0,0,2,0,0
Ulloa Es,862,03,CHN,1,1,0,0,0,0,0,0,0
Ulloa Es,862,04,GEN,17,6,1,3,0,3,2,1,1
Ulloa Es,862,05,GEN,8,4,1,1,0,0,0,2,0
Visitacion Valley Es,867,K,GEN,89,21,25,13,12,2,3,3,10
Visitacion Valley Es,867,K,CHN,45,17,6,10,3,1,2,0,6
Visitacion Valley Es,867,01,GEN,5,1,2,0,2,0,0,0,0
Visitacion Valley Es,867,01,CHN,6,3,1,2,0,0,0,0,0
Visitacion Valley Es,867,02,GEN,2,0,0,1,1,0,0,0,0
Visitacion Valley Es,867,02,CHN,1,1,0,0,0,0,0,0,0
Visitacion Valley Es,867,03,GEN,2,1,0,0,1,0,0,0,0
Visitacion Valley Es,867,03,CHN,2,2,0,0,0,0,0,0,0
Visitacion Valley Es,867,04,CHN,1,1,0,0,0,0,0,0,0
Visitacion Valley Es,867,05,GEN,3,1,0,1,1,0,0,0,0
Visitacion Valley Es,867,05,CHN,3,0,2,0,0,1,0,0,0
Webster Es,497,K,GEN,64,7,14,5,2,3,2,3,28
Webster Es,497,K,IMMS,131,34,11,7,5,10,11,13,40
Webster Es,497,01,GEN,1,0,0,0,0,0,1,0,0
Webster Es,497,01,IMMS,1,0,0,0,0,0,1,0,0
Webster Es,497,04,GEN,2,0,1,0,1,0,0,0,0
West Portal Es,876,K,GEN,969,59,100,113,117,106,85,80,309
West Portal Es,876,K,IMMC,535,58,108,94,53,45,35,23,119
West Portal Es,876,01,GEN,58,7,14,6,7,4,3,8,9
West Portal Es,876,01,IMMC,33,12,9,3,1,1,1,0,6
West Portal Es,876,02,GEN,36,3,7,6,5,3,7,3,2
West Portal Es,876,02,IMMC,10,5,2,2,0,0,1,0,0
West Portal Es,876,03,GEN,14,3,3,0,2,2,0,3,1
West Portal Es,876,03,IMMC,5,0,2,2,0,0,1,0,0
West Portal Es,876,04,GEN,22,0,2,3,6,3,3,0,5
West Portal Es,876,05,GEN,10,1,3,1,2,1,2,0,0
West Portal Es,876,05,IMMC,1,0,0,0,0,1,0,0,0
Wo Es,801,K,GEN,227,32,29,31,23,11,13,16,72
Wo Es,801,K,SA,1,1,0,0,0,0,0,0,0
Wo Es,801,01,GEN,7,1,2,1,0,0,0,0,3
Wo Es,801,02,GEN,1,0,0,0,1,0,0,0,0
Wo Es,801,03,GEN,1,1,0,0,0,0,0,0,0
Wo Es,801,03,SA,1,1,0,0,0,0,0,0,0
Wo Es,801,04,GEN,10,3,3,0,0,1,0,0,3
Wo Es,801,05,GEN,2,1,0,0,0,0,0,0,1
Acad Arts & Science,832,09,GEN,365,62,95,71,64,40,16,6,11
Acad Arts & Science,832,10,GEN,8,4,1,2,0,0,0,1,0
Acad Arts & Science,832,11,GEN,6,4,1,1,0,0,0,0,0
Acad Arts & Science,832,12,GEN,4,3,0,0,1,0,0,0,0
Asawa Sota Hs,815,09,GEN,428,202,110,48,24,28,6,6,4
Asawa Sota Hs,815,09,MM,16,4,4,3,5,0,0,0,0
Asawa Sota Hs,815,10,GEN,12,10,1,1,0,0,0,0,0
Asawa Sota Hs,815,10,MM,1,1,0,0,0,0,0,0,0
Asawa Sota Hs,815,11,GEN,4,4,0,0,0,0,0,0,0
Asawa Sota Hs,815,12,GEN,2,0,0,0,1,1,0,0,0
Asawa Sota Hs,815,12,CA,9,5,3,1,0,0,0,0,0
Balboa Hs,439,09,GEN,1829,521,470,400,245,139,37,7,10
Balboa Hs,439,09,MM,24,13,6,4,1,0,0,0,0
Balboa Hs,439,09,MS,5,2,2,1,0,0,0,0,0
Balboa Hs,439,10,GEN,43,33,4,4,2,0,0,0,0
Balboa Hs,439,11,GEN,22,11,4,4,1,1,0,0,1
Balboa Hs,439,12,GEN,4,3,1,0,0,0,0,0,0
Balboa Hs,439,12,CA,3,1,1,1,0,0,0,0,0
Burton Hs,764,09,GEN,424,82,115,72,65,41,15,17,17
Burton Hs,764,09,MM,9,3,3,3,0,0,0,0,0
Burton Hs,764,09,MS,4,1,3,0,0,0,0,0,0
Burton Hs,764,10,GEN,8,4,1,1,1,0,1,0,0
Burton Hs,764,11,GEN,5,1,2,1,1,0,0,0,0
Burton Hs,764,12,CA,3,0,2,1,0,0,0,0,0
Galileo Hs,559,09,GEN,1527,294,362,377,289,143,46,15,1
Galileo Hs,559,09,ED,1,0,1,0,0,0,0,0,0
Galileo Hs,559,09,IMMC,68,17,16,10,6,10,8,1,0
Galileo Hs,559,09,MM,16,3,6,5,1,1,0,0,0
Galileo Hs,559,09,MS,7,2,1,2,1,1,0,0,0
Galileo Hs,559,09,NEWX,17,6,5,5,0,1,0,0,0
Galileo Hs,559,10,GEN,15,5,2,5,0,2,1,0,0
Galileo Hs,559,10,IMMC,1,0,1,0,0,0,0,0,0
Galileo Hs,559,10,NEWX,1,1,0,0,0,0,0,0,0
Galileo Hs,559,11,GEN,29,16,6,2,5,0,0,0,0
Galileo Hs,559,11,IMMC,2,2,0,0,0,0,0,0,0
Galileo Hs,559,11,NEWX,3,2,0,0,0,1,0,0,0
Galileo Hs,559,12,GEN,4,1,1,2,0,0,0,0,0
Galileo Hs,559,12,NEWX,1,1,0,0,0,0,0,0,0
Int'L Studies Acad,624,06,GEN,69,20,15,11,9,5,3,1,5
Int'L Studies Acad,624,07,GEN,2,0,0,1,0,0,0,1,0
Int'L Studies Acad,624,08,GEN,3,1,0,1,0,0,0,0,1
Int'L Studies Acad,624,09,GEN,80,5,19,18,15,11,7,2,3
Int'L Studies Acad,624,09,MM,3,0,0,0,1,2,0,0,0
Int'L Studies Acad,624,10,GEN,2,2,0,0,0,0,0,0,0
Int'L Studies Acad,624,11,GEN,1,0,0,0,0,0,0,0,1
Jordan Hs,757,09,GEN,166,24,34,33,27,19,9,5,15
Jordan Hs,757,09,MS,10,6,3,1,0,0,0,0,0
Jordan Hs,757,10,GEN,3,1,0,1,1,0,0,0,0
Lincoln Hs,405,09,GEN,2652,572,1031,695,248,85,11,7,3
Lincoln Hs,405,09,ED,1,0,0,1,0,0,0,0,0
Lincoln Hs,405,09,IMMC,113,31,38,25,10,6,3,0,0
Lincoln Hs,405,09,MM,33,12,14,6,1,0,0,0,0
Lincoln Hs,405,09,MS,11,3,4,3,1,0,0,0,0
Lincoln Hs,405,09,NEWC,11,0,3,3,0,3,2,0,0
Lincoln Hs,405,09,NEWX,10,2,4,3,1,0,0,0,0
Lincoln Hs,405,10,GEN,70,39,26,4,1,0,0,0,0
Lincoln Hs,405,10,IMMC,3,0,1,2,0,0,0,0,0
Lincoln Hs,405,10,MS,1,1,0,0,0,0,0,0,0
Lincoln Hs,405,10,NEWC,4,4,0,0,0,0,0,0,0
Lincoln Hs,405,10,NEWX,4,0,3,1,0,0,0,0,0
Lincoln Hs,405,11,GEN,46,27,14,2,1,2,0,0,0
Lincoln Hs,405,11,IMMC,2,1,0,0,1,0,0,0,0
Lincoln Hs,405,11,NEWC,2,1,1,0,0,0,0,0,0
Lincoln Hs,405,11,NEWX,2,1,1,0,0,0,0,0,0
Lincoln Hs,405,12,GEN,7,3,2,2,0,0,0,0,0
Lowell Hs,697,09,GEN,1683,1461,136,48,19,9,4,2,4
Lowell Hs,697,09,MM,14,7,4,1,0,1,1,0,0
Lowell Hs,697,09,MS,17,11,4,2,0,0,0,0,0
Lowell Hs,697,12,CA,16,9,6,1,0,0,0,0,0
Marshall Hs,853,09,GEN,134,16,16,28,26,14,7,12,15
Marshall Hs,853,09,MM,6,3,2,0,0,1,0,0,0
Marshall Hs,853,09,NEWX,10,5,2,2,1,0,0,0,0
Marshall Hs,853,10,GEN,2,1,0,0,0,0,0,0,1
Marshall Hs,853,11,GEN,2,1,0,0,0,0,0,0,1
Marshall Hs,853,12,CA,8,6,0,2,0,0,0,0,0
Mission Hs,725,09,GEN,504,99,104,96,102,55,27,14,7
Mission Hs,725,09,MM,23,9,8,4,1,1,0,0,0
Mission Hs,725,09,MS,11,4,2,3,1,1,0,0,0
Mission Hs,725,09,NEWX,15,8,1,0,4,1,0,1,0
Mission Hs,725,10,GEN,8,2,3,0,0,1,0,1,1
Mission Hs,725,11,GEN,6,3,1,0,0,1,1,0,0
Mission Hs,725,11,NEWX,1,0,0,0,1,0,0,0,0
Mission Hs,725,12,CA,7,2,3,2,0,0,0,0,0
O'Connell Hs,651,09,GEN,210,47,50,39,26,20,6,6,16
O'Connell Hs,651,09,MM,11,1,5,5,0,0,0,0,0
O'Connell Hs,651,10,GEN,2,0,0,0,0,1,0,0,1
O'Connell Hs,651,11,GEN,2,0,0,1,0,1,0,0,0
O'Connell Hs,651,12,CA,3,1,0,0,1,1,0,0,0
S F International Hs,621,09,GEN,38,7,3,5,7,7,3,3,3
S F International Hs,621,09,NEWX,10,4,4,1,1,0,0,0,0
S F International Hs,621,11,GEN,1,0,0,0,0,0,0,1,0
S F International Hs,621,11,NEWX,1,1,0,0,0,0,0,0,0
Wallenberg Hs,785,09,GEN,881,118,172,251,171,98,44,14,13
Wallenberg Hs,785,10,GEN,8,3,2,3,0,0,0,0,0
Wallenberg Hs,785,11,GEN,7,2,2,2,0,1,0,0,0
Wallenberg Hs,785,12,GEN,4,1,2,1,0,0,0,0,0
Wallenberg Hs,785,12,CA,9,4,2,2,1,0,0,0,0
Washington Hs,571,09,GEN,2352,455,815,651,280,96,36,12,7
Washington Hs,571,09,ED,1,1,0,0,0,0,0,0,0
Washington Hs,571,09,MM,25,12,6,4,3,0,0,0,0
Washington Hs,571,09,MS,17,6,6,2,2,0,1,0,0
Washington Hs,571,09,NEWX,19,5,7,4,0,2,1,0,0
Washington Hs,571,10,GEN,51,27,14,7,2,0,1,0,0
Washington Hs,571,10,MS,1,1,0,0,0,0,0,0,0
Washington Hs,571,10,NEWX,2,0,0,0,1,1,0,0,0
Washington Hs,571,11,GEN,36,11,14,9,2,0,0,0,0
Washington Hs,571,11,MM,1,1,0,0,0,0,0,0,0
Washington Hs,571,11,NEWX,5,2,1,2,0,0,0,0,0
Washington Hs,571,12,GEN,7,4,1,0,2,0,0,0,0
Aptos Ms,431,06,GEN,1148,463,296,199,102,48,26,11,3
Aptos Ms,431,06,IMMM,47,42,2,1,0,2,0,0,0
Aptos Ms,431,06,MM,25,12,10,1,0,1,0,0,1
Aptos Ms,431,06,MS,4,2,0,1,1,0,0,0,0
Aptos Ms,431,07,GEN,29,17,4,4,1,2,1,0,0
Aptos Ms,431,07,IMMM,1,1,0,0,0,0,0,0,0
Aptos Ms,431,07,MM,1,1,0,0,0,0,0,0,0
Aptos Ms,431,07,MS,1,1,0,0,0,0,0,0,0
Aptos Ms,431,08,GEN,22,10,3,4,4,1,0,0,0
Buena Vista/Mann K-8,618,K,IMMS,488,145,81,61,31,30,21,19,100
Buena Vista/Mann K-8,618,K,MM,4,2,2,0,0,0,0,0,0
Buena Vista/Mann K-8,618,01,IMMS,25,11,5,5,0,2,0,0,2
Buena Vista/Mann K-8,618,02,IMMS,10,6,2,0,1,1,0,0,0
Buena Vista/Mann K-8,618,03,IMMS,11,7,2,0,2,0,0,0,0
Buena Vista/Mann K-8,618,04,IMMS,5,1,2,0,1,1,0,0,0
Buena Vista/Mann K-8,618,05,IMMS,7,7,0,0,0,0,0,0,0
Buena Vista/Mann K-8,618,06,IMMS,82,37,20,11,7,1,2,1,3
Buena Vista/Mann K-8,618,06,MM,4,2,1,1,0,0,0,0,0
Buena Vista/Mann K-8,618,07,IMMS,1,1,0,0,0,0,0,0,0
Buena Vista/Mann K-8,618,08,GEN,3,2,0,0,0,1,0,0,0
Buena Vista/Mann K-8,618,08,IMMS,1,1,0,0,0,0,0,0,0
Carmichael K-8,449,K,GEN,104,40,13,14,5,5,3,3,21
Carmichael K-8,449,K,FIL,8,4,1,1,1,0,0,0,1
Carmichael K-8,449,01,GEN,5,4,1,0,0,0,0,0,0
Carmichael K-8,449,02,GEN,2,0,1,0,0,0,0,0,1
Carmichael K-8,449,03,GEN,2,1,1,0,0,0,0,0,0
Carmichael K-8,449,04,GEN,1,1,0,0,0,0,0,0,0
Carmichael K-8,449,06,GEN,33,11,9,2,6,3,1,0,1
Carmichael K-8,449,07,GEN,1,1,0,0,0,0,0,0,0
Carmichael K-8,449,08,GEN,1,1,0,0,0,0,0,0,0
Denman Ms,632,06,GEN,342,145,90,41,27,12,10,5,12
Denman Ms,632,06,MM,7,6,1,0,0,0,0,0,0
Denman Ms,632,06,MS,7,1,5,1,0,0,0,0,0
Denman Ms,632,07,GEN,8,5,0,2,0,0,0,0,1
Denman Ms,632,08,GEN,6,2,1,2,1,0,0,0,0
Everett Ms,529,06,GEN,301,98,77,53,34,17,9,4,9
Everett Ms,529,06,IMMS,80,29,21,15,10,4,1,0,0
Everett Ms,529,06,MM,12,5,4,0,0,3,0,0,0
Everett Ms,529,06,MS,3,2,0,0,0,1,0,0,0
Everett Ms,529,06,NEWX,8,3,3,2,0,0,0,0,0
Everett Ms,529,07,GEN,5,1,2,0,1,0,1,0,0
Everett Ms,529,07,IMMS,1,1,0,0,0,0,0,0,0
Everett Ms,529,07,MM,1,1,0,0,0,0,0,0,0
Everett Ms,529,08,GEN,5,1,1,0,1,0,1,1,0
Everett Ms,529,08,NEWX,1,1,0,0,0,0,0,0,0
Francisco Ms,546,06,GEN,265,100,57,51,21,18,5,5,8
Francisco Ms,546,06,MM,6,2,0,2,1,0,1,0,0
Francisco Ms,546,06,NEWC,16,12,2,1,0,0,1,0,0
Francisco Ms,546,06,NEWX,7,0,5,0,1,1,0,0,0
Francisco Ms,546,07,GEN,2,1,0,0,0,0,1,0,0
Francisco Ms,546,08,GEN,2,1,1,0,0,0,0,0,0
Giannini Ms,404,06,GEN,1199,547,316,187,78,39,16,4,12
Giannini Ms,404,06,MM,19,11,4,2,2,0,0,0,0
Giannini Ms,404,06,MS,7,5,0,2,0,0,0,0,0
Giannini Ms,404,07,GEN,28,12,9,7,0,0,0,0,0
Giannini Ms,404,07,MM,1,0,1,0,0,0,0,0,0
Giannini Ms,404,07,MS,1,1,0,0,0,0,0,0,0
Giannini Ms,404,08,GEN,44,20,13,8,1,1,1,0,0
Hoover Ms,607,06,GEN,1006,229,333,228,113,60,20,13,10
Hoover Ms,607,06,IMMC,46,33,6,4,2,0,1,0,0
Hoover Ms,607,06,IMMS,84,37,17,18,8,3,0,0,1
Hoover Ms,607,06,MM,11,1,3,4,2,0,0,0,1
Hoover Ms,607,07,GEN,28,6,11,6,4,0,0,1,0
Hoover Ms,607,07,IMMC,1,0,0,0,0,1,0,0,0
Hoover Ms,607,08,GEN,24,5,6,6,3,3,0,0,1
Hoover Ms,607,08,IMMC,1,0,1,0,0,0,0,0,0
King Jr Ms,710,06,GEN,168,94,25,22,10,7,2,3,5
King Jr Ms,710,06,MM,7,1,1,4,0,0,1,0,0
King Jr Ms,710,07,GEN,2,0,1,0,1,0,0,0,0
King Jr Ms,710,08,GEN,2,1,1,0,0,0,0,0,0
Lawton K-8,676,K,GEN,972,126,151,104,92,93,63,60,283
Lawton K-8,676,K,MS,2,1,0,1,0,0,0,0,0
Lawton K-8,676,01,GEN,71,16,13,9,10,4,3,3,13
Lawton K-8,676,01,MS,1,1,0,0,0,0,0,0,0
Lawton K-8,676,02,GEN,43,16,6,2,10,2,1,3,3
Lawton K-8,676,02,MS,1,1,0,0,0,0,0,0,0
Lawton K-8,676,03,GEN,30,17,2,5,2,2,1,0,1
Lawton K-8,676,03,MS,6,4,2,0,0,0,0,0,0
Lawton K-8,676,04,GEN,39,22,7,3,2,1,3,1,0
Lawton K-8,676,05,GEN,20,11,4,2,0,1,1,0,1
Lawton K-8,676,06,GEN,312,34,98,66,46,24,20,9,15
Lawton K-8,676,06,MS,1,1,0,0,0,0,0,0,0
Lawton K-8,676,07,GEN,14,8,1,4,1,0,0,0,0
Lawton K-8,676,08,GEN,15,4,4,2,5,0,0,0,0
Lick Ms,634,06,GEN,373,95,94,88,45,14,18,9,10
Lick Ms,634,06,IMMS,138,72,35,15,7,2,1,3,3
Lick Ms,634,06,MM,11,3,5,1,1,0,1,0,0
Lick Ms,634,07,GEN,11,2,4,1,1,2,1,0,0
Lick Ms,634,07,IMMS,1,1,0,0,0,0,0,0,0
Lick Ms,634,07,MM,2,1,1,0,0,0,0,0,0
Lick Ms,634,08,GEN,4,0,1,0,0,2,0,1,0
Marina Ms,708,06,GEN,448,118,105,103,45,39,16,12,10
Marina Ms,708,06,MM,7,1,3,1,1,0,0,1,0
Marina Ms,708,06,MS,6,3,3,0,0,0,0,0,0
Marina Ms,708,06,NEWX,11,2,4,3,2,0,0,0,0
Marina Ms,708,07,GEN,9,1,1,1,3,2,0,0,1
Marina Ms,708,07,MM,1,1,0,0,0,0,0,0,0
Marina Ms,708,08,GEN,9,1,2,0,2,0,1,3,0
Marina Ms,708,08,MM,1,1,0,0,0,0,0,0,0
Marina Ms,708,08,NEWX,1,1,0,0,0,0,0,0,0
Presidio Ms,778,06,GEN,1188,496,302,193,106,52,19,11,9
Presidio Ms,778,06,JPN,40,17,15,3,3,1,0,0,1
Presidio Ms,778,06,MM,15,5,6,2,1,0,0,0,1
Presidio Ms,778,06,MS,1,1,0,0,0,0,0,0,0
Presidio Ms,778,07,GEN,27,10,6,5,2,2,1,0,1
Presidio Ms,778,07,MM,1,1,0,0,0,0,0,0,0
Presidio Ms,778,08,GEN,32,10,6,7,2,3,3,0,1
Roosevelt Ms,797,06,GEN,820,253,272,154,62,47,13,12,7
Roosevelt Ms,797,06,MM,11,6,2,1,1,0,0,1,0
Roosevelt Ms,797,07,GEN,16,6,6,2,1,1,0,0,0
Roosevelt Ms,797,08,GEN,29,5,9,7,3,3,1,0,1
Visitacion Valley Ms,868,06,GEN,102,33,33,18,8,5,1,2,2
Visitacion Valley Ms,868,06,MM,2,1,1,0,0,0,0,0,0
Visitacion Valley Ms,868,06,MS,2,1,1,0,0,0,0,0,0
Yu K-8,485,K,IMMC,803,257,108,90,47,34,36,36,195
Yu K-8,485,01,IMMC,61,29,11,7,4,2,1,1,6
Yu K-8,485,02,IMMC,16,12,0,2,1,0,0,0,1
Yu K-8,485,03,IMMC,17,16,0,1,0,0,0,0,0
Yu K-8,485,04,IMMC,6,6,0,0,0,0,0,0,0
Yu K-8,485,05,IMMC,6,4,0,0,0,1,0,0,1
Yu K-8,485,06,IMMC,10,3,3,2,1,1,0,0,0
Yu K-8,485,07,IMMC,1,0,0,1,0,0,0,0,0
Yu K-8,485,08,IMMC,1,1,0,0,0,0,0,0,0
